LABELS,NEWS
NEGATIVE,"گھارو میں ملزمان کی فائرنگ، 2 پولیس اہلکار شہید"
NEUTRAL,وزیر اعظم سینسرز سے لیس اسمارٹ جنگل کا افتتاح کریں گے
NEUTRAL,وزیر خارجہ تاجکستان پہنچ گئے
NEGATIVE,بھارت میں تاریخی مسجد کی شہادت پر پاکستان کا شدید ردعمل
POSITIVE,پاکستان کا  ‘ فتح ون گائیڈڈ ملٹی لانچ راکٹ سسٹم ‘ کا  کامیاب تجربہ
NEUTRAL,لاہور: 66 بار ٹریفک قوانین توڑنے والی گاڑی دھر لی گئی
POSITIVE,2 سال میں ہزاروں بچوں کو آئی ٹی کی جدید ٹریننگ دیں گے: صوبائی وزیر
NEGATIVE,"پاکستانی معیشت کیلئے بڑی خبر ، آئی ایم ایف سے 2.75 ارب ڈالر کی رقم موصول"
POSITIVE,آئی ایم ایف کا افغانستان سے انخلا پر پاکستان کا شکریہ
NEUTRAL,حاملہ خواتین کرونا ویکسین کب لگوا سکتی ہیں؟
NEGATIVE,کرونا وائرس: ملک بھر میں مجموعی اموات کی تعداد 25 ہزار سے تجاوز کر گئی
NEGATIVE,نور مقدم کیس: تھراپی سینٹر کے مالک سمیت چھ ملزمان کی ضمانتیں منظور
NEUTRAL,"ون ڈے سیریز پر چھائی غیر یقینی ختم، افغان کرکٹ ٹیم آج پشاور پہنچے گی"
NEUTRAL,گالف میچ کے دوران پیش آئے دلچسپ واقعے کی سوشل میڈیا پر دھوم
NEUTRAL,"پاک چین باہمی تعاون وترقی کو یرغمال نہیں ہونے دیں گے، وزیر داخلہ"
NEUTRAL,وزیر اعظم کا بدھ کو دورہ لاہور متوقع
NEUTRAL,پنجاب حکومت دبئی ایکسپو میں شرکت کرے گی
POSITIVE,"شمالی وزیرستان میں سیکیورٹی فورسز کا آپریشن، دہشت گرد ہلاک"
POSITIVE,پنجاب میں ایئر ایمبولینس سروس شروع کرنے کا فیصلہ
NEUTRAL,وزیر خارجہ کو بیلجیئم کی نائب وزیر اعظم کا فون
NEUTRAL,"گاڑیوں کا آئل تبدیل کرنے والی ""جمیلہ بی بی” ، عزم وہمت کا پیکر"
NEUTRAL,رکشے میں خاتون سے بدسلوکی کرنے والے دو ملزمان گرفتار
NEUTRAL,بحرین کا افغان شہریوں کے لئے بڑا اعلان
NEUTRAL,"""طالبان کےبیانات حوصلہ افزا ہیں،ایک نئی سوچ کاپتہ چلتاہے”"
NEUTRAL,"صحافیوں کو ہراساں کرنے سے متعلق کیس، سپریم کورٹ کا لارجر بینچ تشکیل"
NEUTRAL,وہ علامات جو ڈیلٹا ویریئنٹ کا سبب بنتی ہیں
NEUTRAL,پاک افغان سیریز کے لیے پلان بی تیار
NEUTRAL,پاکستانی سفارتخانہ اب تک 4 ہزار افغان شہریوں کو ویزے جاری کر چکا ہے: فواد چوہدری
POSITIVE,کامیاب جوان پروگرام ہزاروں باہمت خواتین کا سہارا بن رہا ہے: عثمان ڈار
NEGATIVE,"محکمہ جنگلات کا ملازم جنگل میں لگی آگ بجھاتے ہوئے شہید، وزیر اعظم کا خراج عقیدت"
NEGATIVE,کرونا وائرس: 24 گھنٹوں کے دوران 3 ہزار سے زائد نئے کیسز رپورٹ
NEUTRAL,پاکستان آئندہ کی افغان حکومت سے ٹی ٹی پی کے خلاف سخت ایکشن کا مطالبہ کرے گا
NEUTRAL,مینار پاکستان: یوم آزادی کے روز خواتین سے دست درازی کے مزید واقعات کا انکشاف
NEUTRAL,وزیر اعظم کا 3 سالہ کارکردگی پر عوام کو اعتماد میں لینے کا فیصلہ
NEUTRAL,مینار پاکستان واقعہ: لاہور کے مختلف علاقوں میں پولیس کے چھاپے
NEGATIVE,سوات اور گرد و نواح میں زلزلے کے جھٹکے
NEUTRAL,پاکستان کے لیے 23 کروڑ ڈالر قرض کی منظوری
NEGATIVE,کرونا وائرس کے 4 ہزار سے زائد نئے کیسز رپورٹ
POSITIVE,یوم عاشور: حضرت امام حسینؓ نے شہادت قبول فرمائی پر ظلم کے سامنے سر نہ جھکایا
NEUTRAL,"وزیراعظم سے ہالینڈ کے ہم منصب کا رابطہ ، افغانستان کی صورت حال پر گفتگو"
NEGATIVE,مینار پاکستان واقعہ: سیاستدانوں کا ملزمان کو نشان عبرت بنانے کا مطالبہ
NEUTRAL,وزیراعظم نے برطانوی ہم منصب سے بڑا مطالبہ کردیا
NEGATIVE,کراچی کے ہنستے بستے گھر میں موت کے سائے
POSITIVE,پنجاب میں یومیہ 5 لاکھ لوگوں کو ویکسین لگائی جارہی ہے: ڈاکٹر یاسمین
NEUTRAL,پفی آنکھوں سے کیسے چھٹکارا پایا جائے؟
NEUTRAL,"شاہی قلعے کے باہر نصب رنجیت سنگھ کا مجسمہ مسمار، ملزم گرفتار"
NEGATIVE,کرونا وائرس: 24 گھنٹوں کے دوران مزید 95 مریض جاں بحق
NEUTRAL,"8، 9 اور 10 محرم الحرام کا ٹریفک پلان جاری"
POSITIVE,راحت فتح علی کا نصرت فتح علی خان کو دل چھولینے والا خراج عقیدت
NEUTRAL,"کرونا وبا ، آئندہ دو ہفتے انتہائی اہم قرار"
POSITIVE,مشیر تجارت نے خوشخبری سنا دی
POSITIVE,کوئٹہ کے طلبا میں لیپ ٹاپ تقسیم
POSITIVE,پاکستان کا افغان تنازع کے حل کیلئے عالمی برادری سے کردار ادا کرنے کا مطالبہ
NEGATIVE,کرونا وائرس: ملک بھر میں مجموعی کیسز کی تعداد 11 لاکھ سے تجاوز کر گئی
NEUTRAL,عاشورہ کے بعد افغانستان کے ہمسائیوں سے رابطہ کروں گا: وزیر خارجہ
NEUTRAL,کابل ایئرپورٹ پر پی آئی اے کے محصور طیاروں کو اڑان بھرنے کی اجازت دے دی گئی
NEUTRAL,وہ پاکستانی ترجیح ہیں جنہیں ریاست نے اب تک نظر انداز کیا: وزیر اعظم
NEUTRAL,کابل میں سفارتخانے کی بندش کے حوالے سے ابھی کوئی فیصلہ نہیں کیا گیا: دفتر خارجہ
NEGATIVE,"طالبان کابل میں داخل: طور خم گیٹ بند، سیکیورٹی ہائی الرٹ"
NEGATIVE,راولپنڈی میں ڈیلٹا ویرینٹ کا تیزی سے پھیلاؤ
NEGATIVE,ٹھٹھہ: 14 سالہ بچی کی لاش کی بے حرمتی کرنے والا ملزم پولیس مقابلے میں ہلاک
NEUTRAL,افغانستان سے متعلق فیصلوں کے اثرات کا ہمیں سامنا کرنا پڑا: فواد چوہدری
POSITIVE,پاکستان کی شجر کاری مہم کو دنیا بھر میں پذیرائی مل رہی ہے: شاہ محمود قریشی
NEGATIVE,کرونا وائرس: ملک بھر میں مثبت کیسز کی شرح 6 فیصد ہوگئی
NEUTRAL,مسلسل پیزا کھانے والے افراد ہوجائیں ہوشیار
NEGATIVE,"نور مقدم کیس میں اہم پیشرفت، فوٹوگرامیٹری رپورٹ نے بھانڈا پھوڑ دیا"
NEGATIVE,"پاکستان میں کورونا سے مزید 73 اموات، کیسز مثبت آنے کی شرح 8 فیصد سے تجاوز کرگئی"
POSITIVE,پاکستان میں گاڑیوں کی سالانہ فروخت میں زبردست اضافہ
NEUTRAL,ام رباب نے بلاول بھٹو سے بڑا مطالبہ کردیا
NEUTRAL,داسوحملہ: کس کی ایما پر کیا گیا؟ کون ملوث تھا؟ تحقیقاتی رپورٹ جاری
POSITIVE,پاکستان کا  بیلسٹک میزائل غزنوی کا کامیاب تجربہ
NEUTRAL,وزیر اعظم ملک میں آبی ذخائر کے منصوبوں میں دلچسپی لے رہے ہیں: فرخ حبیب
NEUTRAL,مومنہ مستحسن کی سوشل میڈیا پر واپسی
NEGATIVE,بارڈر پولیس کو پنجاب پولیس میں ضم کرنے کا فیصلہ
NEGATIVE,کرونا وائرس: 24 گھنٹوں میں 102 اموات
NEUTRAL,امریکا کو پاکستان کی ضرورت صرف افغان امن عمل کے لیے ہے: وزیر اعظم
NEUTRAL,"اسپیکربلوچستان کا جام کمال کے خلاف بیان، بلاول کا بزنجو سے رابطہ"
POSITIVE,ریلوے اسٹیشنز کو سولر انرجی پر منتقل کرنے کا منصوبہ
NEUTRAL,قوم کو مسٹر اینڈ مسز صہیب کی تلاش
POSITIVE,جلد سے جلد بڑے شہروں میں 40 فیصد لوگوں کو ویکسین لگانے کی کوشش ہے: یاسمین راشد
POSITIVE,پاکستان میں اقلیتوں کا قومی دن منایا جارہا ہے
POSITIVE,ٹن پیک کھانے: کہیں ہم انجانے میں زہر تو نہیں کھارہے
NEUTRAL,کرونا ویکسین کی بڑی افادیت منظرعام پر
NEGATIVE,کیا مکمل ویکسی نیٹڈ افراد بھی ڈیلٹا وائرس پھیلانے کا سبب بنتے ہیں؟ اہم انکشاف منظر عام پر
POSITIVE,جشن آزادی پر پی آئی اے کا خصوصی ڈسکاؤنٹ کا اعلان
NEUTRAL,اسلام آباد: نفسیاتی بحالی کے 12 مراکز کو نوٹس جاری
NEGATIVE,کتے کے کاٹنے سے 22 سالہ نوجوان ریبیز کا شکار
NEUTRAL,زرعی قرضوں کا اجرا کووِڈ 19 کے چیلنجز کے باوجود مستحکم رہا
NEGATIVE,” پاکستان کو قربانی کا بکرا بنانے کی کوشش کی جارہی ہے”
POSITIVE,امریکا نے پاکستان کو 10لاکھ کورونا ریپڈ ٹیسٹ کٹس فراہم کردیں
NEUTRAL,شیخ رشید کا جلسہ اور آتش بازی منسوخ کرنے کا اعلان
POSITIVE,پاکستان  کورونا ویکسین کی بھاری مقدار حاصل کرنے میں  کامیاب
NEGATIVE,"کوئٹہ: سرینا چوک کے قریب دھماکا، 2 پولیس اہلکار شہید"
NEUTRAL,بینائی سے محروم بہن بھائی کا کامیاب آن لائن فوڈ بزنس
NEUTRAL,ملک کی آبادی کتنی ہے اور کتنے افراد کرونا ویکسی نیشن کے لیے اہل ہیں؟
NEUTRAL,گلگت بلتستان اسمبلی کی نشست کے لیے ضمنی انتخاب
NEGATIVE,کرونا وائرس: گزشتہ 24 گھنٹوں کے دوران مزید 4 ہزار سے زائد نئے کیسز
NEUTRAL,وہ ہار جو انسانی احساسات کو بتائے گا
POSITIVE,واٹس ایپ نے اینڈرائیڈ صارفین کو بڑی خوشخبری سنادی
NEGATIVE,"وزیر بنتے ہی ساجد جوکھیو نے کرونا ایس او پیز کی دھجیاں اڑادیں ، ویڈیو وائرل"
NEUTRAL,برطانیہ نے پاکستان کو ریڈ لسٹ سے کیوں نہیں نکالا؟ ممکنہ وجہ سامنے آ گئی
NEUTRAL,"مقبوضہ کشمیر سے متعلق اقوام متحدہ سیکرٹری جنرل ترجمان کا بیان، پاکستان کا ردعمل آگیا"
NEGATIVE,پنجاب میں کرونا وائرس کے کیسز میں اضافہ
NEGATIVE,کرونا وائرس: گزشتہ 24 گھنٹوں کے دوران مزید 95 اموات
POSITIVE,50 سال سے زائد عمر کے افراد کو ویکسین لگانے کی ترغیب دیں: اسد عمر
NEUTRAL,"سندھ کابینہ میں ردوبدل، کس وزیر کو کون سا محکمہ ملا؟"
NEUTRAL,کراچی لاک ڈاؤن: گھروں میں شادی کی تقریبات کا انکشاف
NEGATIVE,کراچی: ضد پوری نہ ہونے پر بارہ سالہ بچے نے خود کشی کرلی
NEGATIVE,"انڈونیشیا میں خوفناک زلزلہ، زمین کانپ اُٹھی"
NEGATIVE,لاہور سے اغوا بچیوں پر کیا بیتی؟ اہم انکشافات منظر عام پر
NEGATIVE,بڑے شہروں میں کرونا وائرس کیسز کی شرح میں مسلسل اضافہ
POSITIVE,سیکریٹری خارجہ سے او آئی سی انسانی حقوق کمیشن کے وفد کی ملاقات
NEGATIVE,بلوچستان میں بھی کرونا وائرس کیسز میں اضافہ
NEUTRAL,ڈاکٹر ثانیہ نشتر کی ورلڈ بینک کے ریجنل نائب صدر سے ملاقات
POSITIVE,اسٹیٹ ایجنٹس اور سناروں کے لین دین کی نگرانی کا فیصلہ
NEGATIVE,کرونا وائرس: ملک میں نئے یومیہ کیسز کی تعداد 5 ہزار سے تجاوز کرگئی
NEUTRAL,یوم استحصال کشمیر: وزیر خارجہ شاہ محمود قریشی کی قیادت میں ریلی
NEUTRAL,سیاحت کے حوالے سے پاکستان کا مثبت تاثر اجاگر کرنے کی ضرورت ہے: معید یوسف
NEGATIVE,"خالد منصور کی تعیناتی، چین کا باضابطہ ردعمل آگیا"
POSITIVE,کون سی خوراک  ڈپریشن کا علاج کر سکتی ہے؟ جانئے
NEGATIVE,"سکھر: پولیس اور ڈاکوؤں کے درمیان فائرنگ، متعدد مویشی مارے گئے"
NEUTRAL,"سسرالی اور میکے پسندے، پروین آپا نے بتائی بہترین ریسپی"
NEUTRAL,"کامیاب معاشی پالیسیوں کے ثمرات، گاڑیوں کی ریکارڈ فروخت"
NEGATIVE,بلوچستان میں کرونا وائرس کے مثبت کیسز کی شرح 5 فیصد سے تجاوز کر گئی
NEUTRAL,بھارت نے غیر ملکی صحافیوں کو پاکستان آنے کی اجازت دینے سے انکار کردیا: فواد چوہدری
NEGATIVE,کرونا وائرس: ملک بھر میں 4 ہزار سے زائد نئے کیسز رپورٹ
NEUTRAL,پنجاب اسمبلی: تحفظ استحقاق ترمیمی بل متفقہ طور پر منظور
POSITIVE,"پاکستان کی بڑی کامیابی ،  یومیہ 10 لاکھ ویکسینیشن کا ہدف پورا کرلیا"
POSITIVE,کراچی کے ساحل پر پھنسے جہاز کو نکالنے کے لیے سنگاپور سے ماہرین آئیں گے
POSITIVE,"سخت لاک ڈاؤن کے اثرات، کرونا وائرس کے مثبت کیسز کی شرح میں کمی"
POSITIVE,بچوں سے زیادتی کرنے والوں کو سر عام پھانسی دی جائے: فیصل جاوید
NEGATIVE,"اوورسیز پاکستانی خاتون کی زمین پرقبضہ، وزیراعظم کا سخت نوٹس"
NEGATIVE,اورنج ٹرین کا سفر کرنے والی چار بچیاں مبینہ طور پر اغوا
POSITIVE,اے ٹی ایم کارڈ کلوننگ گروہ کا پردہ  فاش
NEGATIVE,کراچی میں خاتون کو مبینہ طور پر زندہ جلادیا گیا
NEUTRAL,چینی سائنسدانوں کا ڈیلٹا وائرس سے متعلق بڑا دعویٰ
NEGATIVE,پاکستان  میں مہنگائی کی شرح 8.4 فیصد تک پہنچ گئی
POSITIVE,شہزاد رائے کی فین خون سے گرین ٹی بنا کر دینے کو تیار
POSITIVE,چین سے کونویڈیسا ویکسین کی پہلی کھیپ  پاکستان پہنچ گئی
POSITIVE,"2 کروڑ سے زائد بچوں کو بچانے کا ہدف، ملک بھر میں انسداد پولیو مہم کا آغاز"
NEGATIVE,کراچی: مینٹیننس کے نام پر 15 گھنٹے سے زائد بجلی بند
NEGATIVE,"کرونا وائرس کی چوتھی لہر، یومیہ 4 ہزار سے زائد نئے کیسز رپورٹ ہونے کا سلسلہ جاری"
NEUTRAL,نور مقدم کیس: وزیراعظم کا واضح اعلان
POSITIVE,"” مکمل لاک ڈاؤن لگاکر معیشت کو تباہ نہیں کرسکتے """
POSITIVE,فیس بک نے گروپ اور پیج ایڈمنز کو اضافی اختیارات دے دیے
NEGATIVE,یونیورسٹی میں داخلہ لینے والی اس چینی طالبہ کی حقیقت جان کر آپ حیران رہ جائیں گے
NEGATIVE,"کورونا ویکسین کا تجربہ ناکام، بل گیٹس کو بڑا جھٹکا لگ گیا"
POSITIVE,فیس بک اگلے ہفتے کیا کرنے جارہا ہے؟
POSITIVE,"مریض کی آواز بتائے گی کہ اسے کورونا ہے یا نہیں، حیرت انگیز ایجاد"
NEGATIVE,امریکی ٹیکنالوجی کمپنی ایپل کا یورپ کے خلاف بڑا فیصلہ
POSITIVE,"زلزلے سے متعلق پیشگوئی، اینڈرائیڈ صارفین کے لیے زبردست سہولیات متعارف"
POSITIVE,ونڈوز کا نیا آپریٹنگ سسٹم کیسا ہوگا؟
POSITIVE,اینڈرائیڈ صارفین کے لیے 6 نئے مزیدار فیچرز متعارف
POSITIVE,کیا ہماری زمین بنجر ہونے کو ہے؟
NEGATIVE,"بھارت ٹوئٹر سے خوفزدہ، محفوظ پلیٹ فارم کا درجہ ختم کردیا"
NEGATIVE,’یورپ کا قانون آئی فون صارفین کی پرائیوسی تباہ کررہا ہے‘
NEGATIVE,رنگ کی تبدیلی سے متعلق واٹس ایپ کا یو ٹرن
POSITIVE,دو جاپانی کمپینیوں نے خلاء میں قیام کیلئے بڑا منصوبہ بنا لیا
POSITIVE,گوگل کا صارفین کی سہولت کیلئے اہم اقدام
POSITIVE,واٹس ایپ نے نیا فیچر متعارف کروادیا
NEUTRAL,واٹس ایپ کا بڑا فیصلہ
POSITIVE,خلائی سفر کے شوقین نے 2 کروڑ 80 لاکھ ڈالر میں سیٹ خرید لی
NEUTRAL,ٹیکنو موبائل کی جانب سے کیمن سیریز کو TechTalk  شو میں لانچ کر دیا گیا
NEUTRAL,ٹیکنو موبائل کی جانب سے کیمن سیریز کو TechTalk  شو میں لانچ کر دیا گیا
NEGATIVE,بجٹ 22-2021: تیزی سے بڑھتے ماحولیاتی خطرات اور پاکستان کی دھیمی مگر ہوشیار چال
POSITIVE,موبائل سروسز پر ودہولڈنگ ٹیکس میں کمی کا اعلان
POSITIVE,"فائیو جی سروس سے سعودی صارفین خوش، سہ ماہی رپورٹ جاری"
POSITIVE,"صحت کے شعبے میں انقلاب، ڈاکٹرز نے انتہائی پیچیدہ اور نازک دماغی مرض چند گھنٹوں میں ٹھیک کر دیا"
NEGATIVE,ماہرین نے ریاضی کا مضمون چھوڑنے والے طلبہ کو بڑے خطرے سے خبردار کر دیا
POSITIVE,"ٹیکنو کی‎ Camon 17 ‎سیریز اسمارٹ فون انڈسٹری میں دھوم مچانے کے لیے تیار، ‏لانچنگ تاریخ کا اعلان‎  ‎"
NEGATIVE,تنہائی کا شکار افراد کی مدد کے لیے روبوٹ تیار
POSITIVE,غیر ضروری کالز اور پیغامات: آئی فون صارفین کی بڑی خواہش پوری ہوگئی
NEUTRAL,جان لیوا حادثات سے بچانے والا ٹرک منظر پر آگیا
NEUTRAL,جان لیوا حادثات سے بچانے والا ٹرک منظر پر آگیا
NEGATIVE,کورونا سے متاثرہ مریضوں میں ایک اور خطرناک علامت کا انکشاف
NEGATIVE,"کورونا وائرس کی نئی قسم ""ایلفا” تیزی سے کیوں پھیلتی ہے؟ ہوشربا تحقیق"
NEGATIVE,سمندروں کا عالمی دن: ماس ٹرالنگ اور پلاسٹک کا کچرا سمندروں کو نقصان پہنچانے کا سبب
POSITIVE,جیف بیزوس کا بھائی کے ساتھ خلا کے سفر کا اعلان
POSITIVE,محفوظ اور تیز انٹرنیٹ براؤزنگ کیلئے تین بڑے ٹیکنالوجی حریف یکجا ہوگئے
NEGATIVE,رواں سال کا پہلا سورج گرہن کب ہوگا؟
POSITIVE,چین نے مریخ کی نئی تصویر جاری کر دی
POSITIVE,6 جی سے متعلق بڑی خوشخبری
POSITIVE,واٹس ایپ اکاؤنٹ‌ بیک وقت چار ڈیوائسز میں‌ استعمال ہوسکے گا
POSITIVE,"خلا میں انسانی زندگی کا احاطہ کرنے کے لئے ""ناسا” کا بڑا فیصلہ"
NEUTRAL,دنیا کے 7 ترقی یافتہ ممالک کا ٹیکنالوجی کمپنیز پر 15 فیصد ٹیکس لگانے پر اتفاق
NEUTRAL,دنیا کے 7 ترقی یافتہ ممالک کا ٹیکنالوجی کمپنیز پر 15 فیصد ٹیکس لگانے پر اتفاق
POSITIVE,’تیسری آنکھ‘ کن افراد کے لیے ایجاد کی گئی؟
NEGATIVE,کرونا مریضوں میں آکسیجن کی سطح کیوں کم ہو جاتی ہے؟
NEGATIVE,صدر کا ٹویٹ ڈیلیٹ کرنے پر نائیجیریا نے ٹویٹر سروس بند کردیں
POSITIVE,"امریکا سے لندن کا سفر ساڑھے تین گھنٹے میں ممکن، تیز ترین مسافر جہاز تیار"
POSITIVE,چوری یا گمشدہ موبائل کے حوالے سے پی ٹی اے کا نیا نظام
POSITIVE,"آدھا بندر آدھا انسان، سائنس دانوں نے تہلکہ خیز تجربہ کر لیا"
POSITIVE,"ٹک ٹاک کے خلاف والدین عدالت پہنچ گئے، بڑا مطالبہ کردیا"
POSITIVE,صارفین کی سہولت کیلئے مائیکرو سافٹ کا بڑا اعلان
POSITIVE,چین نے نیا سیٹلائٹ خلا میں بھیج دیا
NEUTRAL,واٹس ایپ کے متوقع فیچرز کون سے ہیں؟
NEUTRAL,واٹس ایپ کے متوقع فیچرز کون سے ہیں؟
NEGATIVE,چاند اور مریخ کی خلائی تسخیر کے بعد  ناسا کا اگلا ہدف کیا ہے؟ جانئے
NEGATIVE,فلسطین سےمتعلق پالیسی: فیس بک ملازمین کمپنی کے خلاف سراپا احتجاج
NEGATIVE,نفرت انگیز مواد کے خلاف ٹوئٹر کا اہم قدم
NEGATIVE,"زمین کی گردش میں تبدیلی، سائنس دانوں کا حیران کن انکشاف"
POSITIVE,ابوظبی میں سب سے بڑے سولر پارک کا منصوبہ تیار
POSITIVE,کراچی کا موسم مزید گرم ہوتا جائے گا
NEUTRAL,برقی کاروں کی صنعت میں خود کفیل ہونے کے لئے روس کا بڑا فیصلہ
NEGATIVE,کیا دنیا کے کسی بھی کونے تک صرف ایک گھنٹے میں پہنچنا ممکن ہے؟
NEGATIVE,انسانی چہرے کے تاثرات کی نقل کرنے والا روبوٹ تیار
POSITIVE,"منٹوں میں اسمارٹ فون چارج کریں، نیا چارجر متعارف"
POSITIVE,"سائنس دانوں کی بڑی کامیابی، کینسر کا نیا اور محفوظ علاج دریافت"
NEUTRAL,‘تیزرفتار انٹرنیٹ کنکٹویٹی تک رسائی چھوٹے اور درمیانے کاروبار کی ترقی کے لئے بنیادی اہمیت رکھتی ہے’
POSITIVE,واٹس ایپ نے نیا فیچر متعارف کروادیا
NEGATIVE,زمین کو خطرہ؟ یکم جون کو ایک بڑا سیارچہ قریب سے گزرے گا
NEGATIVE,"چینی کرونا ویکسین کے حیران کن نتائج، اہم حقائق منظر عام پر"
NEUTRAL,فیس بک صارفین کو آخری وارننگ
POSITIVE,بغیر ڈرائیور کے چلنے والی بسیں سڑکوں پر دوڑیں گی
NEGATIVE,چینی کورونا ویکسین کتنی مؤثر ہے؟ محققین نے بتا دیا
NEGATIVE,کیا اب لائکس نظر نہیں آئیں گی؟ فیس بک اور انسٹاگرام کا بڑا قدم
POSITIVE,نیٹ فلکس کا مقابلہ کرنے کے لئے ایمیزون کا بڑا فیصلہ
NEUTRAL,نئی پرائیویسی پالیسی: واٹس ایپ نے یوٹرن لے لیا
NEGATIVE,موبائل فون تبدیلی کے دوران ڈیٹا چوری سے بچنے کیلئے یہ کام ضرور کریں!
POSITIVE,کیا واٹس ایپ ہسٹری ایک فون سے دوسرے فون نمبر میں منتقل ہوسکتی ہے؟
NEGATIVE,"صارفین کی حفاظت، واٹس ایپ کے زبردست سیکیورٹی فیچر کی آزمائش شروع"
NEGATIVE,نیا ٹائیٹینک جہاز تعمیر؟ دنیا حیران رہ گئی
NEGATIVE,چین کی خلائی گاڑی سرخ سیارے پر لینڈ کرگئی
NEGATIVE,"ہوشیار، ہیکرز نے واٹس ایپ اکاؤنٹ ہیک کرنے کا نیا طریقہ ڈھونڈ لیا"
NEGATIVE,"ناپسندیدہ کالز سے چھٹکارا : گوگل نے مشکل آسان کردی، نیا فیچر متعارف"
POSITIVE,"کمپنی کی غلطی، صارفین بٹ کوائن کے مالک بن گئے"
POSITIVE,مسافر اپنے پاسپورٹ پر کتنے موبائل فونز رجسٹرڈ کرسکتے ہیں؟ کسٹمز ڈیوٹی پر بھی وضاحت
POSITIVE,"مائیکرو سافٹ کا ""انٹرنیٹ ایکسپلورر” ختم کرنے کا فیصلہ"
POSITIVE,گوگل کا صارفین کی سہولت کیلئے نئی تبدیلیاں متعارف کرانے کا اعلان
POSITIVE,ٹویٹر نے اکاؤنٹ ویریفکیشن سروس بحال کردی
POSITIVE,حکومت کا ہزاروں طلبہ کو اسمارٹ‌ فون کی خریداری کے لیے رقم دینے کا اعلان
POSITIVE,آرکائیو چیٹ: واٹس ایپ صارفین کے لیے بڑی خوش خبری
POSITIVE,مائیکرو سافٹ کی جانب سے بڑی خوش خبری
POSITIVE,ایسے ڈرونز جن میں مسافر بھی بیٹھ سکیں گے
POSITIVE,نئی پالیسی قبول نہ کرنے والے واٹس ایپ صارفین کے ساتھ کیا ہوگا؟
POSITIVE,کے ٹو بیس کیمپ پر تیز ترین انٹرنیٹ‌ سروس کا آغاز
NEGATIVE,’’بٹ‌ کوائن نقصان دہ‘‘ : ایلن مسک کے خدشات کے بعد کرپٹو کرنسی لڑ کھڑا گئی
NEGATIVE,کرونا وائرس سے بازوؤں میں بھی خون جمنے کا انکشاف
NEGATIVE,بٹ کوائن کی قیمت میں اچانک کمی کیوں ہوئی؟
POSITIVE,سائنس دانوں نے  نابینا افراد کی مشکل آسان کردی
POSITIVE,فلسطین سے متعلق پوسٹ پر ٹوئٹر وانسٹا گرام کی وضاحت
POSITIVE,واٹس ایپ صارفین کے لیے زبردست فیچر
POSITIVE,میسنجر اور انسٹاگرام میں دلچسپ نئے فیچرز
POSITIVE,فون کی نیلی روشنی کا اثر دماغ تک پہنچانے والے خلیات دریافت
POSITIVE,اب ٹویٹر سے بھی پیسے کمائے جاسکیں گے
POSITIVE,ماؤں کے عالمی دن پر واٹس ایپ کا شاندار اقدام
NEUTRAL,واٹس ایپ کا متنازع پرائیویسی پالیسی پر اہم بیان سامنے آگیا
POSITIVE,"آسان پہیلی، جس کا درست جواب بیشتر لوگوں نے غلط دیا"
NEGATIVE,خلائی ماہرین نے مریخ پر کیسی آوازیں‌ سنیں؟ آڈیو جاری
POSITIVE,ماں سے نوزائیدہ بچے میں ایڈز کی منتقلی روکنے کا طریقہ دریافت
POSITIVE,ناسا کی عظیم کامیابی کے پیچھے فلسطینی انجینئر کا کمال
POSITIVE,23 سالہ عروبہ ملک کی کم عمر ترین ایرو اسپیس انجینیئر بن گئیں
POSITIVE,واٹس ایپ صارفین کے لیے ایک اور دلچسپ فیچر
POSITIVE,ماہرین نے بریسٹ کینسر سمیت کئی قسم کے کینسر کے علاج سے متعلق خوش خبری سنا دی
NEGATIVE,"اب بلب انسانی جسم سے روشن ہوں گے، حیرت انگیز ایجاد"
NEGATIVE,کوروناوائرس: سعودی انجینیئر کی منفرد ایجاد پر دنیا حیران
POSITIVE,چھٹی حِس پر نئی تحقیق سامنے آ گئی
POSITIVE,کیلبری فونٹ کی جگہ کوئی اور لینے کو تیار
POSITIVE,"آئی فون کے نئے فیچرز پر فیس بک کو تحفظات، سہولت ختم کرنے کا مطالبہ"
POSITIVE,"چین کا نیا خلائی اسٹیشن قائم کرنے کا مشن، بڑی پیشرفت"
NEGATIVE,خطرناک بیکٹیریا گھر اور اسپتال کی کن دو جگہوں پر زندہ رہ کر بیماریاں پھیلاتے ہیں؟
POSITIVE,ٹیلی گرام کے بے شمار نئے فیچرز
POSITIVE,کیا صرف 400 روپے میں گوگل ڈومین کو خریدنا ممکن ہے؟
POSITIVE,ویڈیو کالز : زوم ایپ نے صارفین کی دیرینہ خواہش پوری کردی
NEUTRAL,واٹس ایپ کی نئی متنازعہ پالیسی کے حوالے سے اہم خبر سامنے آ گئی
POSITIVE,"یوٹیوب صارفین کا دیرینہ مسئلہ حل، نئی سہولت متعارف"
POSITIVE,اپنے اسمارٹ فون کو ہیکرز سے بچانے کا طریقہ
NEGATIVE,کیا چار دیواری کے اندر 60 فٹ کی دوری بھی ناکافی ہے؟ نئی تحقیق میں انکشاف
NEGATIVE,"آئی فون استعمال کرنے والوں کے لیے بری خبر، ڈیڑھ ارب صارفین نشانے پر"
POSITIVE,کار ساز کمپنی کا زبردست اعلان
POSITIVE,دنیا بھر میں‌ غذائیت سے بھرپور ’دھاتی گندم‘ استعمال کی جائے گی
