TITLE,ENGLISH NAAT,ENGLISH EXPLANATION
No present except Allah,"Allah is not present, Allah is timeless
I always have this belief
Bey Hijaban Allah, Bey Qurbani Allah
I always have this belief

My self desires, so it goes
Regards, courage is universal
Worthless O Allah, needy O Allah
I always have this belief

So the prayers have been heard, so the ways have been told
Every color has been given, every bhanu is tea
Your world is Allah
I always have this belief","
This poem expresses the mystical love and faith of a person who experiences closeness and communion with Allah. He is sure of Allah's greatness and rewards and he is always in the condition of His servitude"
There is no god but Allah,"There is no god but Allah, Muhammad is the Messenger of Allah
There is no god but Allah, Muhammad is the Messenger of Allah
No one but you
No one
except you

It is always in sight
Your name is Nabi
Whenever I wanted
Pray to the Lord
Your name is Nabi

There is no god but Allah, Muhammad is the Messenger of Allah
There is no god but Allah, Muhammad is the Messenger of Allah","
This poem expresses the great love and faith of a Muslim. In it, the poet is describing the importance and greatness of the martyrdom of Allah and the prophethood of Prophet Muhammad. The poet's heart is surely full of faith and love, which remembers the glory of Muhammad ﷺ at every moment and every occasion."
There is no god but Allah,"There is no god but Allah, Muhammad is the Messenger of Allah
Let your Lord call me, I will call myself
There is no god but Allah, Muhammad is the Messenger of Allah

You are invited, you are relieved
So he makes, so he tells
There is no god but Allah, Muhammad is the Messenger of Allah

What kind of payments, what kind of conditions
With every glance, I want light
There is no god but Allah, Muhammad is the Messenger of Allah

Let your Lord call me, I will call myself
There is no god but Allah, Muhammad is the Messenger of Allah","
In this poetic speech, the poet is talking about the martyrdom of Allah and the importance of the prophethood of Prophet Muhammad. The poet's heart is full of faith and love, which is busy in obeying and remembering Allah and His Messenger (peace be upon him) at every opportunity and every moment."
Why don't I have the blessing of the Prophet in my heart?,"Why don't you do it in my heart?
They hide what they see

I am under the feet of the sanctuary
How long have they been hiding?

Why don't you do it in my heart?
They hide what they see","
In this poetic speech, the poet is talking about the love and greatness of the Holy Prophet. At their arrival the poet's heart sinks into a state of love and majesty, and at the sight of them he expresses his reverence to them."
Kuch Nahin Mangta Shahun say ,"I do not ask for anything from the kings, I asked for love from the Messenger
I don't have the strength to say anything about my situation

I have wanted since I saw Azam's face
Deeder went crazy seeing him

I do not ask for anything from the kings, I asked for love from the Messenger
I don't have the strength to say anything about my situation","
This poetry describes the greatness and importance of the love of the Prophet. In it, the poet says that he does not ask for any worldly wealth or wealth or from the emperors of the world, rather, all his clothes are for the love of the Prophet (peace and blessings of Allah be upon him). It has strengthened its principles and has aligned its actions with those principles.

In the second poem, the poet describes that when he sees the Prophet's pride, he does not understand the heartbeat and becomes mad before his greatness."
Some mention of Hajar al-Nabi,"Some people cry when they mention Hajr-e-Nabi
How can we forget those who are hidden?

Under the shroud of the prophet, the candles of life
Extinguished but their lights are still there

Some people cry when they mention Hajr-e-Nabi
How can we forget those who are hidden?","
In this poem, the poet describes the state of the Prophet's absence, saying that they cry whenever they remember the Prophet, and how they can forget him who is still preserved in our hearts.

Describing the state of the Prophet after his death, the poet says that even after the death of the Prophet, his lights are alive in our hearts, as his lights still guide us."
Do something like that,"
Please do something like this, my God
That I too follow Muhammad (peace and blessings of Allah be upon him).
I long for his visit
Please do something like this, my God

My Prophet (peace and blessings of Allah be upon him) also told me
Make the whirlwind of madness mad
Hide me in my love, my prophet
Every moment was like a world to give

Please do something like this, my God
That I too follow Muhammad (peace and blessings of Allah be upon him).
I long for his visit
Please do something like this, my God","
In this poem, the poet requests Allah to make his grace so that he also asks for love and pilgrimage like Muhammad (peace and blessings of Allah be upon him). The poet has expressed his romantic passion through his prayer"
When are you sinning?,"When to avoid sins When to avoid sins
Who says that I am bad?
Why don't I try it, whether I am good or bad
Who says this?

All who see my features say something
And those who see my faults say something
Who see my every feature with love
They say that I am bad, who says this?

Who says I am bad, when I am also bad
Why don't I try it, whether I am good or bad
Who says that?","
In this poem, the poet has expressed his social problems and questions. He asked the questions here that how do we actually value someone? And should we respect the virtues and vices of human beings? In this poem, the poet has described his inner heart which is present in the heart of every human being"
The corner of the corner,"You don't hide your secret in the corner of the corner
Oh Konin the greatness among the books written above Taz

Oh Kunin de Goshe Da Raz, Oh Konin De Greatness
Jo Dakhdi Ni Te Sandi Ni Dardi Ni Kisi Da Saath

All Prophets from Prophets to Murshidan De Murshidi
There will be no doubt, always look at the glory

Everyone will be enlightened oh kunin de goshe da raz
Oh Konin the greatness among the books written above Taz","
In this poem, the poet is describing the Muslim beliefs and their relationship between Kunin (Kunin) and Kunun (Goshe). Kunin Da Raz is a symbol of Islamic understanding and respect, which the poet has shown hidden underground in books. The poet has also highlighted the beauty of this beauty and its virtues. There is a great place in understanding and respecting this secret, which is described in the books"
Konin de wali da,"Konin de wali da, dil banda s na jani
Hussain Jhonkan gives life to everyone

They used to be poisonous and sit far away from the world
Karam De Dewe Jag Zarshak Junda S Na Jani

There are no questions, no questions
Konin de wali da, dil banda s na jani

Hussain Jhonkan gives life to everyone","
In this poem, the poet is paying respect to Konin (Kunin) de Wali (Dil Banda). He says that the Vali of Konin does not have a heart that is drowned in worldly pressures, but their life is like the cultivation of the gusts of beauty. His life is full of good times"
Konin de wali da,"Konin de wali da, dil banda s na jani
Hussain Jhonkan gives life to everyone

They used to be poisonous and sit far away from the world
Karam De Dewe Jag Zarshak Junda S Na Jani

There are no questions, no questions
Konin de wali da, dil banda s na jani

Hussain Jhonkan gives life to everyone","
In this poem, the poet is talking about the respect of Konin (Kunin) De Wali (Dil Banda). His heart does not know that it is drowned in the hardships of the world, but his life is full of Hussain's breezes."
Who says that the ornaments opened,"Who says that Zeenat Khalid's?
Within each of these is Muhammad Mustafa

The love of the Prophet is like a fragrance in the heart
Within each of these is Muhammad Mustafa

Look how beautiful Tayyaba's face is
Within each of these is Muhammad Mustafa

Hasan and Jamal Janbaz live high
Within each of these is Muhammad Mustafa

Look how beautiful Tayyaba's face is
Within each of these is Muhammad Mustafa","
In this poem, the poet is talking about the glory of the Holy Prophet. He says that who says what is the adornment of Paradise, when in the heart of every human being there is the fragrance of the love of Holy Prophet (peace and blessings of Allah be upon him). He would say while talking about the beauty and beauty of his face "
There is a desire for desire,"Is there a way to please, Lord! Do the same to me
All the Muslims lived according to the virtue given by you

We have seen that this also happened in that time, that also happened
When these dark nights turned into sunshine

Illuminated your ways, Imam Hussain saved all religions
His breath went into happiness, the world remained silent

What Imam Raza erased from our hearts
Raised the glory in the chest, which showed the light

What rose from their lips, Muhammad's heart remained
God saw it, the world was burned

You came down to earth, everyone's value decreased
The memories of you in their hearts, lost everyone's air from the world

Entered their court, I say this to you when
May I be in their love, may the world be left alone","
In this poem, the poet is describing the glory of Imam Hussain and Imam Raza through his words. His sacrifices, love, and service to religion have been talked about. Remembering their greatness and sacrifices, the poet says, ""Let me follow the guidance like them, and let me follow the path of faith and love like them."""
No courtesy,"No etiquette, for a bride like me
No etiquette, for a bride like me

Jas di nind, the bride would have died
In this life, the bride would have been my master

No etiquette, for a bride like me
No etiquette, for a bride like me","
In this poem, the poet is praising a beloved wife through his words. He is talking about his wife's love and loyalty. The poet says that the light of my wife's imagination and action is a standard for me, as a bride is for her husband."
There was once a verse of Mustafa.,"There was never an example of Mustafa
There is no example of Mustafa ever

Which did not happen in a bow higher than the ground
There is no example of Mustafa ever

Capital has been only this card of love
Who, in the madness of love, did not understand

There is no example of Mustafa ever","
In this poem, the poet is describing the height, greatness, and love of Prophet Muhammad (PBUH) through his words. His glory is difficult to understand in an example and no example can fully describe his elevation. Similarly, the only sign of true love is that the lover who is in the madness of love understands the value of real love."
How can I not have the heart of the Messenger of Allah?,"Why don't I have the blessing of the Prophet in my heart?
Far Rasool's love Rasool's love

Come and shine that glory
When in the city of love, why not meet?

This is the love of the Prophet
The light that is in the light of love

The seal of the head shines
Why should not the Prophet's love be in my heart?

This is what love is all about
This is the love of the Messenger, why should it not be in my heart?","
In this poem, the poet is describing the love and greatness of Prophet Muhammad (PBUH). They say that why should I not keep the love of Hazrat Muhammad (peace and blessings of Allah be upon him) in my heart? Our life can be illuminated only in the light of their love"
Why not my heart?,"How can it not be in my heart?
Far Rasool's love Rasool's love

Why is there nothing before love?
If there is love, everything is possible

We love the Prophet whenever we want
Ishq Nabi decorated the modern place

Our heart that touched Madinah
Day and night he went to the door of the government

Why should even a madman have trouble?
What can happen in love?

Why don't you be in my heart
Far Rasool's love Rasool's love","
In this poem, the poet is describing the love and greatness of Prophet Muhammad (PBUH). They say, ""Why don't I have love for Hazrat Muhammad (peace and blessings of Allah be upon him) in my heart?"" In their love there is happiness and peace forever"
How can you not be punched? ,"How can we not reject Makkah?
We have gone far but ours

Sometimes they used to show me in dreams
The kingdom that they used to show us was open

At one time I used to hear the voice of the Prophet
The verses of the Quran that God used to recite to us

We also discussed ourselves sometimes
Their lives were told in reality

The Prophet's memory was touching his heart
After seeing all the dreams, he used to tell them in reality

We too will miss Makkah one day
Of the blessings of the Prophet who used to recite in reality

How can we not reject Makkah?
We have gone far but ours","
In this poem, the poet is talking about the glory of Prophet Muhammad, his love, and his memories of Mecca. They say that how can you deny Makkah? We find peace and happiness because of the blessings of Makkah and the memories of the Prophet's life"
Why don't your eyes light up? ,"Why don't your eyes light up, Nabiji?
We are always sleeping in a circle

I will keep it in my heart and give you my heart
The moon and stars are in this dream

Dina Bhada Dhe Dey Rebellion
We live sheep in fear and grief

Whatever I do, keep my eyes on the sanctuary
Everyone will see, we will see","
In this poem, the poet is talking about the love of the Holy Prophet, his mercy, and his power. They say that why should not our eyes light up with the Holy Prophet (peace and blessings of Allah be upon him)? They are with us in our every moment. We find comfort in the memories of His love and mercy"
Is Hussain Iftikhar?,"Hasan-e-iftikhar is a face

Very beautiful, has a face

The Messenger has a ruler, a face

The majesty of Muhammad Mustafa is a face

Everyone who sees it is scared

Hasan-e-iftikhar is a face","
In this poem, the poet is talking about the glory of Prophet Muhammad, his love, and his majesty. They say how beautiful and proud is the face of Prophet Muhammad. Everyone is in awe of his majesty and glory"
Please look at your services,"Should I see it without you?

I don't sleep, I don't sleep

Whenever I pass through the world

Be open minded, don't settle

What happens in the world every day?

Would it have happened without you?

Everything is unfaithful, unfaithful

I don't want to leave, I don't want to live","
In this poem, the poet is describing his condition in the absence of his beloved. They see no one but their Beloved, and live with their condition"
Kathe Mehr Ali ,"
Kathe Mehr Ali, Kathe Jhula

Drums in the house

Rasool Allah gave him glory

Sweet water in the mouth

Madina De Kheer Sweets

God bless you

Rasool Da once went

You are awesome

Blessings to the government

Darudin da tayyaba ahaan

He gave your face

Kathe Mehr Ali, Kathe Jhula

Drums in the house","
In this poem, the poet is talking about the glory of Hazrat Ali, his love and the way of life before the Prophet. They will not say there that everyone is impressed by seeing the love of Hazrat Ali (RA) and the glory and prophetic achievements of the Messenger of Allah (PBUH)."
Go and ask who,"Go and ask who
How to hide it
How to hide it

In the night of ascension
In that night of prostration
In the lap of the Messenger of Allah
How to hide it
How to hide it","
In this poem, the poet is describing his condition when he remembers the night of the Ascension of the Holy Prophet (PBUH). They have difficulty in telling or expressing their feelings to anyone"
Who did not raise the money?,"Who picked up the keys?
In the streets of Medina

Every single day is modern
In the streets of Medina

Every day is a festival of love
Every day is Eid day
Go to the riches of love
In the streets of Medina","
In this poem, the poet is talking about the glory of Madinah, the city of the Holy Prophet, his gathering of love, and the beauty of the day in Madinah. They see their love in a new place every day and consider every day as a day of Eid"
Glimpse of whose brilliance,"Whose brilliance is there?
What I see is your face
Be a veil from every evil
how is your smile

Fragrance in all creation
You are the messenger of love
You are the whole creation
Please know when you are

No one recognizes you
Please correct me
You are forgiving hearts
Except you are our you","
In this poem, the poet is talking about the splendor of the Holy Prophet (peace and blessings of Allah be upon him), which covers his glory. His smile and fragrance adorn the happiness of all creation. In this poem, the love and forgiveness of the Holy Prophet (peace and blessings of Allah be upon him) has been talked about."
Whose flame?,"Whose secret am I in?
Please join us as well

There is no other relationship with God
Do not consider us less than God

Please earn your period
Join your party

Help our poor also
Remove our weakness also","
In this poem, the poet is talking about his secret humanity and relationship with God. They do not know any other relationship with God, but their assembly and ascension have been beautifully expressed"
Kani Suhandi Surat Sohne.,"
What a beautiful surah was allowed to sleep
The Lord made it

Fenugreek which will be decorated
That perfume will be medicine

These cool lip lines
Their hearts will be touched

What a beautiful surah was allowed to sleep
The Lord made it","
In this poem, the poet is praising the unique creation of Allah Ta'ala. They are describing how beautifully Allah has created man and mentioning his benevolence."
What is the name of Muhammad Aala? ,"What is the name of Muhammad Ali?
The glory of the Messenger of Allah shines

If the naat is too loud, it hides the holy word
The hollow of Muhammad's moonlit face
What is the name of Muhammad Ali?
The glory of the Messenger of Allah shines

In every heart is the soul of love of Mustafa
In every eye is the shining red of love
What is the name of Muhammad Ali?
The glory of God's Messenger shines

A love song from everywhere
Every language has the same message
What is the name of Muhammad Ali?
The glory of God's Messenger shines","
In this poetry, the poet has described the glory of the Holy Prophet (PBUH) very beautifully. They are describing how great and ancient is the name of the Holy Prophet (peace and blessings of Allah be upon him) and how great is his glory."
"Happily, the birth celebration of the beloved Prophet has come","Celebrate the birth of the beloved Prophet
The ocean of mercy, hidden in the rivers
Dear prophet, dear prophet, dear prophet came","
In this poem, the poet has described the celebration of the blessed birth of the Holy Prophet (peace be upon him). On the occasion of his auspicious birth, an ocean of blessings poured into our hearts and everything was filled with new lights."
Everyone believes in happiness.,"Everyone celebrates, the celebration of love has come
The celebration of the prophet has come, the celebration of love has come
The moon is bright, the sky is also bright
The celebration of the prophet has come, the celebration of love has come","
In this poem, the poet is describing that the reward of the celebration of love is celebrated by many people. Coming to the celebration of Holy Prophet is also a part of the celebration of love. On the occasion of this celebration, the sky is also lit up, as the moon also shines beautifully"
welcome welcome,"
Welcome welcome, let's go to Medina
The heart towards the Prophet, the soul is the way
Happiness is always happiness in all countries
The heart towards the Prophet, the soul is the way

Zaynat Bani Madinah, even after your departure
Just in sight, your survival will remain. Just in sight, let us go
The heart towards the Prophet, the soul is the way","
In this poem, the poet is describing that the fame of the Holy Prophet (peace and blessings of Allah be upon him) and his guidance towards love is always in our hearts. Even after that, the beauty of Madinah remains in his absence and his memory and love remain in our hearts forever."
Khuda Ki Hamd Karay,"Praise be to God when we are slaves
Praise be to God when we are slaves
Praise be to God

When you see Muhammad Mustafa, you will forget everything
We will all forget something
Praise be to God when we are slaves
Praise be to God","
In this poem, the poet is describing that when we see Muhammad Mustafa (peace be upon him), all our problems and worries will be forgotten. Our attention and encouragement will increase in His glory and love"
Khuda Ki Azmatain Kya Hain,"What are the glories of God, what is that age
Where children sing songs
And in people's hearts
Helaane sings with yellow leaves

When anyone travels for love
May all walk through life, like God
What are the glories of God?

What are the mercies of God, what kind of age is that?
Where every heart reaches
Some help others
Shows light to all hearts

When anyone makes a love journey
May all walk through life, like God
What are the blessings of God?","
In this poem, the poets are describing how God's glories and mercies are estimated from reality. Where children sing joyfully and people help each other, God's blessings are felt."
Remember God.,"Remember God in heartfelt thoughts
What you think is what it is
Remember God

May the light of the lamps be in the loved ones of nature
What you think is what it is
Remember God

This light belongs to religion, it belongs to love
What you think is what it is
Remember God","
In this poem, the poet is considering the importance of mentioning God and its effects. They have brought it to life on occasions of nature, love, and the light of religion"
Khizan Ke Maray Hooye,"Struck by autumn, the flowers star
Without you it would have passed
Struck by autumn

There were pods on every branch, but the thorns were pricked
We traveled in the path of love
Without you it would have passed
Struck by autumn

We went from your party, we got tired of living
On everything they say, so what is my existence","
In this poem, the poet is describing that in the path of love, a person sometimes becomes like a flower in the spring, but in the path of love, there can be many difficulties that can make a person self-destructive. How can he live without his lover, he realizes that his existence is nothing"
Open the heart of my heart,"Open my heart's heart
Except for the Prophet's life
Smiled forever

No one could change your circumstances
Welcome to all saints

I am your server, I am your server
Yes, I am your server","
This poetry expresses love and sayings in the light of Islamic composition. The poet's heart is full of love for Imam-e-Azam, Hazrat Ghous-e-Azam, may Allah have mercy on him. His spirituality and meanings have been realized which made him smile while realizing his life. It expresses that those who love Allah's saints and start following their path are welcome"
Poor condition is the heart full of wealth,"Bad situation made the heart rich
We have been blessed while alive

Until the perfection of this love
We have been blessed while alive

Abandoned by the oppression of kings
God is hidden inside

This is not how our party was handled
We have been blessed while alive","
This poem narrates a love story, where the power of love makes man the best. He faced persecution, but the power of love kept him safe. Through this, man considered his heart as wealth, and while he lived he received kindness"
Khaliq Alam Shinshah Karim,"The creator of the world, the great emperor
O Messenger of Allah, peace be upon him

Don't miss out on purity
O Messenger of Allah, peace be upon him

Burning the hearts of the worldly
O Messenger of Allah, peace be upon him

Don't miss out on purity
O Messenger of Allah, peace be upon him

We have seen that sad one
O Messenger of Allah, peace be upon him

We have hidden his face
O Messenger of Allah, peace be upon him

Don't miss out on purity
O Messenger of Allah, peace be upon him

Burning the hearts of the worldly
O Messenger of Allah, peace be upon him","
The spirit of love and devotion is full in this poem. Poets express their love and reverence for the Messenger of Allah (peace and blessings of Allah be upon him). There, love and devotion describes a high place, which is reflected in his poetry."
Khair al-Bashr fi Lakhon Salaam,"Millions of salutations on good people
People of the world, people of knowledge
Millions of greetings to Muhammad Mustafa

God bless Muhammad, Wa Ali All Muhammad
People of the world, people of knowledge
Millions of greetings to Muhammad Mustafa","
In this poetry, charity and blessings are mentioned on the glory of Muhammad Mustafa (peace be upon him). The greatness of Muhammad Mustafa has been expressed to them and a message of blessings has been given to all Muslims in his honor"
Good luck,"Millions of salutations to good people
Hello Salat
Muhammad Mustafa

Great experience of God's mercy
Hello Salat
Muhammad Mustafa

Muhammad Mustafa","
Muhammad Mustafa translates to ""Prophet Muhammad, peace be upon him"". This name has been used by Sunni Muslims for their Prophet Muhammad (peace be upon him). His name means ""chosen"" or ""greatest"". Muhammad (peace be upon him) is the last prophet of Islam and his life, teachings and commands serve as a guide and model for Muslims."
Your eunuchs came to ask for alms,"Your eunuchs have come to take alms
We also send our eunuchs from here

Please send us to your servants
This congregation was visible to the people of Madinah

Your eunuchs have come to ask for alms
We also send our eunuchs from here

Whoever left, send us to your home
You have given his address to the man of Medina

Your eunuchs have come to ask for alms
We also send our eunuchs from here

The meaning is hope, we also ask you for everything
Muhammad is an Arab and you are a foreigner, why not?

Your eunuchs have come to take alms
We also send our eunuch from here","
This Kalam is a Pakistani Punjabi song requesting approval for giving charity to a Khawaja (celebrity). The poet talks among the eunuchs and expresses their belief that charity should be given to them too. In this song, the feeling of love, modesty, and the glory of Khawaja have been discussed"
The last of the prophets ,"Khatam al-Anbiya Madinah said he is going home
On the day of which he went home to Makkah
The last of the prophets
Madina said he is going home

The heart can't die from someone
He is a secret from someone, a concealer
The last of the prophets
Madina said he is going home

going home","
This verse is the main verse of a song that mentions the glory and worth of Prophet Muhammad, the last of the Prophets. It expresses the majesty and power of the last of the Prophets announcing his return home from Madinah."
Says Phul Rida.,"She says the garland of flowers has to go to Madina
The buds left behind are to go to Madinah in Koch

The buds left behind are to go to Madinah in Koch
You have to come and go to Madinah on a wheel at night

Destinations in the paths of love are few and far between
Listen to thousands of songs and go to Medina

Mahik has left the words of spring
Go to Madinah","
This poem expresses a religious theme. The poet has expressed his feelings in the form of flowers and buds and expressed his heart while turning his way towards Madinah. In this poem, the poet has highlighted the glory and importance of Madinah and expressed his desire to go to Madinah."
Sorry for my mistakes ,"Excuse my mistakes now
What did I do for you?

Whatever mistakes were made
There was even a little love

I tried to convince you
sometimes makes you cry

But I never thought
What happened to you?

Excuse my mistakes now
What did I do for you?","
In this poem, the poet apologizes to his beloved by accepting his mistakes and transgressions. He has expressed his sorrow and remorse while apologizing. The feelings of love and moments of intercourse are described in this poem"
Who says eyes?,"Who says eyes gather on the walls?
Your eyes are shining on the walls

Who says it is hidden in the dance of the bees?
You have not seen that there is a number on every flower

Who says tragedy is in your party?
See what each eye has done

Who says that there is tragedy in the party?
What is crazy in your party?","
In this poem, the poet compares the power of eyes and their power with the walls of presence. Apart from this, the poet's eyes have provided a special glow in the presence of his beloved. In this poetry, the feelings of love, old traditions and the state of gatherings have been described"
Who says?,"Who says that there is a moon among the shining stars?

How does one say that in every hour there is also a cute one?

He knows the secret of your heart, everything is there

What is dear to the Prophet, that is the time is in every breath

Who says the winds of change have tones?

When you remember Madinah, you feel sad

He knows the secret of your heart, everything is there

What is dear to the Prophet, that is the time is in every breath","
In this poem, the poet has described the feelings of his heart while expressing his love and devotion in the presence of Ishq-i Muhammadi (peace be upon him). He has made the love of Muhammad (peace and blessings of Allah be upon him) very natural and unadulterated and sought his comfort and happiness in his prayers."
Sana-e-Madinah in Qarun Dum Ba Dum,"Let me shine in the sun of Madinah, Lord's forehead shines with light

Every particle is burning in the love of the Prophet

Peace and blessings of Allah be upon him or the Messenger of Allah

The voice of prayer is loud in the sky and the earth

On every side there is rak'ah for prostration on the dust that is the feet of the Prophet

What is the color of your face?

What is in sight becomes a flower and a smile on every face

In each yellow leaf there is a glimpse of the greatness of the Prophet

Your love is expressed in your words

Every word contains the Jakhna of Muhammad Mustafa

The language of the earth speaks your name

His name is the support of grief and sorrow in all places

Peace and blessings of Allah be upon him or the Messenger of Allah","
In this poem, the poet has expressed his immense love and devotion in the presence of his beloved Prophet Muhammad (peace be upon him). While describing their glory, their place of greatness and the light and passion of the Prophet's loving hearts have been described."
Rent Chara Saji.,"Do it for me too
Do grazing

The self needs life
Grazing Grazing

All the world in love
What kind of freedom from grief?

Do it for me too
Do grazing","
In this poem, the poet has described the difficulties, sorrows and problems in the way of life. He describes his life's problems through ""chara-making"", which is an important theme. Various aspects of life and worldly concerns of man have been described in this poetry"
"Please do it again, Messenger of God","God's Messenger will do it again
Your time will do everything here

I pray again
Kindly do Medina

The dream of death, the dream of the heart
He will fulfill my wish","
In this poem, the poet has expressed his prayers and wishes while seeking the mercy and grace of Allah and His Messenger. He has wished for mercy and blessings from Allah Ta'ala and has described the subject of intercession and love of the Messenger of Allah (PBUH)."
"Please do it again, Messenger of God","God's Messenger will do it again
After seeing, the angel Gabriel came

The flowers have become beautiful colors
Life expectancy has decreased

My prayer is the Messenger of God
Thanks again to the creator of this earth","
In this poem, the poet has presented his prayers in the presence of the Messenger of God. He hoped that with the forgiveness and grace of the Messenger of God, his prayers would be accepted and his life would be filled with light and success."
please,"Please, it is a question of honor
Care of your door is a question of death

I want grace, not to be, I want love
Care of your door is a question of death

The door is taken care of, I am the Lord of the world
Care of your door is a question of death","
In this poem, the poet has requested God to take care of his condition. They have hoped that God's love and mercy will improve their condition"
Please do it,"Please take care of your door
Every wound is a little bit of your care

When the burning world at home my dear
Please take care of your door

There is a blessing of grace, a secret of mercy
Please take care of your door

The flower is the way of life, it is your guide
Please take care of your door","
In this poem, the poet has prayed to God for his care and hopes that his condition will improve with God's mercy and grace."
Please do it,"Please take care of your door
Every wound is a little bit of your care

When the burning world at home my dear
Please take care of your door

There is a blessing of grace, a secret of mercy
Please take care of your door

The flower is the way of life, it is your guide
Please take care of your door","
In this poem, the poet has prayed to God for his care and hopes that his condition will improve with God's mercy and grace."
Kamali Valya Nazar Karam ,"Kamali Valya Nazar Karam
I have mercy on you

A crazy night became a crazy night
It was a crazy night for Sonia Ji
Dear Prophet, Dear Prophet
Prophet of Allah","
In this poem, the poet has talked about the greatness and love of the beloved Prophet Muhammad. They have turned their heart's attention to the mercy and grace of the Prophet"
Kalam-e-Sultan-bahu,"There was a forgotten memory that I had from the Messenger
I hid him here, so I hid my God
I remember the house squirrels sitting in the highways
Till today those squirrels are sitting alone
Love doesn't talk about love
My Lord, I am in His love

Let me tell you one thing about the words of my Lord
He himself does not exist
No highways
What I see
The light of flowers is light
In the heavens
There is no relationship here
There are many things here
It's the season of love","
In this poem, the poet has talked about the love of God and the love of the Prophet. They have talked about hiding their innocence in the love of God. They have associated their love with God"
Kalam-i Bahu (peace be upon him),"Kalam-e-Bahu (Al-Allah)

A. Do not be afraid to take away the heart from Allah
Ishq da China pink blood and money.","
In this poetry, Bahu has mentioned Allah and talked about the whey of the heart. He spoke of turning his heart to God and not having to fear it. The chain of love is recognized as pink blood money"
Kalam-e-Bahu,"
Kalam-e-Bahu

Beloved Bahu's blessings will be a shadow
The spectacle of Chirag Anwar must have been shown

What will we understand about love from them?
Which would have shown the message of alchemy beauty","
In this poem, Bahu has talked about the blessings of Pyare Peer and talked about his meetings. He has spoken to explain to us about love which is the alchemy of beauty"
What is the name Muhammad?,"The usual name of Muhammad ﷺ

How did the world of praise give names?
But among all those names, your name is countless

Your Godhead is hidden in every word
But in reality there is no floating name

The name of Muhammad Mustafa is enough
He who does not love is nothing","
In this poem, the poet has praised the name of Muhammad and emphasized the importance of his love. He has said that the world has given different names but the name of Muhammad ﷺ is innumerable and he feels the importance of this name."
Sometimes from fast to member,"Sometimes when I go from fasting to membership
Come to your door and pray for me
Give in my time too.
Give in my time too.

When no one supports
Pray for my friend
When no one supports
Pray for my friend
Give in my time too.
Give in my time too.","
In this poem, the poet has prayed for his friend and wished for him to reach the door. He has expressed the need for prayers to his friend"
Sometimes the person's Ibo,"Never mention the person's faults
Sometimes considering that person's situation
Who is doing unfaithful things
I can't forget anyone.

Even after the govt
It has been his habit
I can't forget anyone.

Never mention the person's faults
Sometimes considering that person's situation
Who is doing things of infidelity
I can't forget anyone.","
In this poem, the poet has talked about taking other person's bad words and considering their situation. He despises the person who talks about infidelity. And they have tried to forget this friend of theirs"
Madinah once in a while,"If I ever see Madinah, I will take a gulf of the Haram
I am far from home
I go to this place
If I ever see Madinah, I will take a gulf of the Haram

Awe is the glory of the Haram when they come
How can anyone recognize him even if he is far away?
There is a fragrance that came from Madinah
The heart loves the soul
If I ever see Madinah, I will take a gulf of the Haram

I always stay here day and night
Just all day and night
They pass quickly
I live here with a heart
If I ever see Madinah, I will take a gulf of the Haram

There are just the walls of the Haram on all sides
All kinds of payments
All kinds of songs
There is a fragrance that came from Madinah
The heart loves the soul
If I ever see Madinah, I will take a gulf of the Haram

If I ever see Madinah, I will take a gulf of the Haram
I am far from home
I go to this place
If I ever see Madinah, I will take a gulf of the Haram","
In this poem, the poet has described the beauty of Madinah's Haram and its surroundings. He talks about the beauty of Medina's scenery, its love and worship, and expresses his feelings that he wants to visit the Haram."
When will you make it bigger? ,"When will you make a bug, make it, make it, make it
When will you make a bug, make it, make it, make it

This era will solve all the problems of the world
When will you make a bug, make it, make it, make it

Servants walk in the path of God
Everyone follows the voice of the mentors

When will you make heart in the company of Habib?
When will you make a bug, make it, make it, make it","
In this poem, the poet has given a narrative and received message that as long as a person follows the path of God and is guided by mentors, he can solve the problems of the world and improve his heart."
Kalyan zulfan wala,"
Kaliyan Zulfan Wala, side of Madinah
It looks very beautiful

There is also a view of paradise
Madinah is good on our side

Like our Lord are the stars of bright eyes
My heart was very relieved

Madinah Hi Jabin Peh Madinah Hi
It looks very beautiful","
In this poem, the poet has described the beauty and blessings of Madinah Sharif. He praises the beautiful scenery of Madinah and mentions its grandeur. They are enveloped in the love and beauty of Medina"
Black lotus ones,"Black lotus ones, grass green ones
Whatever is the comfort, let's go away

Salutations to the footprints on the ground
That you have passed on us, that chaman is ours

Under the guidance of Mustafa (peace be upon him).
Beautiful views that are hidden

They have passed through the land of the country
Some of your servants are also ours

Some of your servants are also ours","
In this poetry, the poet has described the beautiful scenery of Madinah Sharif and has mentioned the greetings of Mustafa ﷺ under the dusty feet. In this poem, the poet has also prayed to his heart that it is observing and waiting for those beautiful scenes"
Muhammad Owais Qadri Attari,"Dooja on you
The most beautiful causes of religion
Be it a green rose or grass
Sometimes I see Medina, sometimes Makkah
May this day be my Eid",#VALUE!
