LABELS,NEWS,SNO
POSITIVE,کرونا وائرس کے حملے سے بچنا ہے تو ان غذاؤں سے دوستی کرلیں,16379
NEGATIVE,کافی پینے سے بینائی کو خطرہ؟,16380
NEGATIVE,"کورونا کی نئی علامات کا انکشاف، آپ کی آنکھوں میں یہ مسئلہ تو نہیں؟",16381
POSITIVE,کویت میں مخصوص کورونا ویکسین لگانے کی اجازت دے دی گئی,16382
NEGATIVE,کار ایئرکنڈیشنر جسم کے لیے نقصان دہ کیوں؟,16383
NEGATIVE,یہ علامات برین ٹیومر کی نشانی ہوسکتی ہیں,16384
POSITIVE,کینسر کا مریض سگریٹ نوش نوجوان کا مسیحا بن گیا,16385
NEUTRAL,کیا حاملہ خواتین کو کورونا ویکسین لگوانی چاہیے؟,16386
NEUTRAL,صبح نیند سے جاگنے پر موڈ کیوں خراب ہوتا ہے؟ اہم راز مل گیا,16387
POSITIVE,کورونا وائرس سے بچاؤ کیلئے سبز چائے کتنی مؤثر ہے؟,16388
POSITIVE,کرونا وائرس سے صحت یاب افراد کے لیے ایک اور اچھی خبر,16389
NEGATIVE,بھارتی کرونا وائرس کے حوالے سے تشویشناک تحقیق,16390
POSITIVE,سندھ بھر میں‌ پانچ سال سے کم عمر 94 لاکھ بچوں‌ کو ویکسین فراہم کرنے کا اعلان,16391
NEUTRAL,اگر یہ علامات ہیں تو یادداشت ختم کرنے والے مرض الزائمر سے ہوشیار!,16392
NEGATIVE,کرونا ویکسینیشن: عالمی سطح پر اجتماعی مدافعت بحال ہونے میں‌ کتنا وقت لگے گا؟,16393
POSITIVE,بچوں کو مخصوص کورونا ویکسین لگانے اجازت دے دی گئی,16394
NEUTRAL,وٹامن ڈی کے ذریعے کرونا وائرس سے تحفظ؟ تحقیق میں نیا انکشاف,16395
NEGATIVE,ای سگریٹ کا بڑا نقصان سامنے آگیا,16396
NEGATIVE,طبی ماہرین نے کورونا سے اموات میں اضافے کی بڑی وجہ بتادی,16397
POSITIVE,کویت اور بحرین نے بھی کرونا کیخلاف نئی دوا کے استعمال کی اجازت دیدی,16398
POSITIVE,کرونا پر فتح کا اعلان! امریکی ڈاکٹر کا بڑا دعویٰ,16399
NEGATIVE,بھارتی کورونا قسم: عالمی ادارہ صحت نے دنیا کو خبردار کردیا,16400
NEUTRAL,برڈ فلو کی انسانوں میں منتقل ہونے والی قسم کیا ہے ؟ جانیے,16401
NEGATIVE,کرونا وائرس سے جسم کو ایک اور تباہ کن نقصان سامنے آگیا,16402
POSITIVE,ذیابیطس سے بچنے کے لیے بہترین اور نہایت آسان طریقہ,16403
NEGATIVE,ایک گھنٹے سے زیادہ اسمارٹ فون کا استعمال بچوں کے لیے خطرناک,16404
POSITIVE,کرونا ویکسی نیشن کا ایک اور فائدہ سامنے آگیا,16405
POSITIVE,دماغی اور جسمانی صحت کے لیے سفر کے 5 فوائد,16406
POSITIVE,مزیدار جوس جو وزن کم کرنے میں مددگار ہے,16407
NEUTRAL,شیرخوار بچے کا ہوا دنیا کا مہنگا ترین علاج,16408
NEUTRAL,لانگ کوویڈ کی کیا علامات ہیں اور یہ کیوں ہوتا ہے؟ جانیے,16409
POSITIVE,انتظار ختم ! پاکستان میں‌ تیار کردہ پہلی کرونا ویکسین متعارف,16410
POSITIVE,پاکستان میں‌ لگنے والی چینی ویکسین کو ڈبلیو ایچ او نے منظور کرلیا,16411
NEGATIVE,"دنیا کا پہلا کیس، برڈفلو انسان میں منتقل",16412
NEUTRAL,گردوں کے امراض کے کیا اسباب ہیں؟ نئی تحقیق,16413
NEUTRAL,عالمی ادارہ صحت نے کورونا وائرس اقسام کو نئے نام دے دیے,16414
POSITIVE,فائزر ویکسین کو پاکستان میں استعمال کی اجازت مل گئی,16415
NEGATIVE,بغیر علامات والے مریض بھی کرونا وائرس پھیلا سکتے ہیں؟,16416
NEUTRAL,بھارتی کرونا وائرس سے کون سی ویکسین بچا سکتی ہے؟,16417
NEGATIVE,انسداد تمباکو نوشی کا دن: سگریٹ اور کرونا وائرس مل کر بڑا خطرہ بن گئے,16418
POSITIVE,کوروناوائرس سے جلد صحت یابی کا نسخہ,16419
NEGATIVE,کرونا ویکسین لگوانے کے بعد کن تکالیف کا سامنا ہوسکتا ہے؟,16420
NEGATIVE,کرونا وائرس: تمباکو نوشی کرنے والے افراد خطرے میں,16421
NEGATIVE,کرونا وائرس: ذائقے کی حس سے محرومی کے حوالے سے ایک اور تحقیق,16422
POSITIVE,چین نے کرونا کی ایک اور ویکسین تیار کرلی,16423
POSITIVE,"کرونا مریض چوبیس گھنٹے میں گھر منتقل، یو اے ای نے نئے طریقہ علاج کی منظوری دے دی",16424
NEGATIVE,کافی کے استعمال سے نیند کی کمی کیوں ہوتی ہے؟ وجہ سامنے آگئی,16425
POSITIVE,12 سے 15 سال کے بچوں کے لیے کرونا ویکسین منظور,16426
NEUTRAL,کورونا وبا کیسے ختم ہوگی؟ عالمی ادارہ صحت نے بتادیا,16427
NEUTRAL,کرونا ویکسین: نوبل انعام یافتہ سائنس داں کے دعوؤں میں کتنی صداقت ہے؟,16428
NEGATIVE,کیا مردہ جسم سے بھی کورونا وائرس پھیل سکتا ہے؟,16429
NEGATIVE,بچوں میں نکسیر پھوٹنے کی وجوہ,16430
POSITIVE,کیا لیموں کے بیج میں بھی غذائیت ہوتی ہے؟ جان کر آپ حیران رہ جائیں گے,16431
NEUTRAL,"آنکھوں میں سوجن یا ورم، احتیاط کیسے کی جائے؟",16432
POSITIVE,"اونٹنی کا دودھ ذیابیطس اور کینسر میں مفید قرار، مزید فوائد بھی سامنے آگئے",16433
NEUTRAL,"کووڈ 19: پاکستان میں ویکسینیشن کا عمل کس طرح انجام پارہا ہے، جانیے",16434
POSITIVE,کرونا ویکسین لگانے والے شہریوں‌ کو بڑی چھوٹ‌ دینے کا اعلان,16435
NEGATIVE,کووڈ 19 سے صحت یابی کے بعد بھی ایک اور خطرہ,16436
POSITIVE,"سائنس کا کارنامہ، نابینا شخص کی بصارت بحال",16437
POSITIVE,12 سے 17 سال کے بچوں اور نوجوانوں کے لیے ایک اور ویکسین منظور,16438
NEGATIVE,امریکا میں قاتل مچھر پھیلانے کا منصوبہ,16439
NEGATIVE,کورونا کو شکست دینے والے مریضوں کو کن مسائل کا سامنا رہتا ہے؟ تحقیق,16440
NEUTRAL,کورونا سے صحتیاب افراد سے متعلق ماہرین کا اہم انکشاف,16441
NEUTRAL,"شیزو فرینیا کیا ہے؟ علامات، وجوہات اور علاج",16442
POSITIVE,"فیس بک سے دوری جسمانی و دماغی صحت میں بہتری لاسکتی ہے، تحقیق",16443
NEUTRAL,یادداشت کو متاثر کرنے والے مرض ڈیمینشیا کے حوالے سے نیا انکشاف,16444
POSITIVE,سخت گرمی میں کون سی غذائیں کھانی چاہیئں؟ ماہر صحت کا مفید مشورہ,16445
NEUTRAL,کرونا وائرس کی نئی اقسام کے بارے میں ایک اور انکشاف,16446
POSITIVE,بھارتی کورونا وائرس کے خلاف سائنسدانوں نے اہم کامیابی حاصل کرلی,16447
NEGATIVE,جسم کے اچانک سُن ہونے کی وجوہات جانیے,16448
POSITIVE,آلو بخارے کے سینکڑوں فوائد,16449
NEGATIVE,کوروناوائرس: انسانوں میں نمودار ہونے والے پیچیدہ مسائل اور سنگین اثرات,16450
NEGATIVE,کرونا وائرس: ماضی میں ڈینگی کا شکار افراد کے لیے خطرہ,16451
POSITIVE,کووڈ 19 سے صحت یاب افراد کے لیے اچھی خبر,16452
NEGATIVE,کرونا کی نئی قسم کس پالتو جانور سے انسانوں میں منتقل ہوئی؟ ماہرین کا بڑا خدشہ,16453
NEGATIVE,"بھارت میں‌ پھیلنے والی بیماری بلیک فنگس کیا ہے، علامات اور پھیلنے کی ممکنہ وجوہات",16454
NEGATIVE,انسان کی دماغی صحت پر کرونا وائرس کے اثرات کیا ہیں؟,16455
NEGATIVE,کورونا ویکسین کے سائیڈ ایفیکٹ کے حوالے سے تفصیلی رپورٹ جاری,16456
NEGATIVE,کوروناوائرس کے حوالے سے خطرناک انکشاف!,16457
POSITIVE,بلڈ پریشر میں کمی کرنے میں مددگار طریقے,16458
POSITIVE,ہائی بلڈ پریشر والوں کے لیے نہایت فائدہ مند شے,16459
NEUTRAL,کیا دو مختلف کووڈ ویکسینز کا امتزاج محفوظ اور موثر ہے؟,16460
POSITIVE,فائزر ویکسین کا ایک اور فائدہ سامنے آگیا,16461
POSITIVE,ایک عام عادت جو کووڈ 19 کا خطرہ کم کرسکتی ہے,16462
POSITIVE,کورونا کے خلاف جنگ میں سائنس دانوں کی اہم کامیابی,16463
NEUTRAL,دیر تک کام کرنے والے ہوشیار ہوجائیں,16464
POSITIVE,روزانہ ایک کپ قہوہ مٹاپے سے نجات دلا سکتا ہے!,16465
POSITIVE,زخموں میں انفیکشن روکنے والا نیا مواد تیار,16466
NEGATIVE,طویل مدتی کورونا وائرس کی علامات کیا ہوتی ہیں ؟,16467
NEGATIVE,"ڈبلیو ایچ او نے دنیا بھر کے نظام صحت کو ناکام قرار دے دیا، رپورٹ میں اہم انکشافات",16468
POSITIVE,"متحدہ عرب امارات، کم عمر بچوں کو کرونا ویکسین دینے کی ہنگامی منظوری",16469
POSITIVE,امریکا نے بچوں کو ویکسین لگانے کی منظوری دیدی,16470
NEGATIVE,کوروناوائرس: بھارت میں شکل بگاڑنے والے انفیکشن کا انکشاف,16471
NEGATIVE,ناخن: کوروناوائرس کی نئی علامت کا انکشاف,16472
NEGATIVE,"کورونا وائرس مریضوں کو دہری اذیت کا سامنا، نئی تحقیق میں اہم انکشاف",16473
NEGATIVE,بھارتی کرونا وائرس ویکسین کو بھی غیر مؤثر کردے گا؟,16474
NEGATIVE,بھارت میں پھیلنے والا کرونا وائرس: ماہرین کا نیا انکشاف,16475
POSITIVE,کرونا کی افریقی اور برطانوی اقسام کے خلاف کس کمپنی کی ویکسین مؤثر ہے؟,16476
NEGATIVE,کورونا کے پھیلاؤ سے متعلق خطرناک انکشاف!,16477
POSITIVE,اب شہد کی مکھیاں کووڈ 19 کی تشخیص کریں گی,16478
NEUTRAL,کووڈ کے مریضوں کے لیے بروفن کا استعمال نقصان دہ؟,16479
NEUTRAL,"تھیلیسیمیا کے خلاف آگاہی کا عالمی دن، یہ بیماری کیا ہے اور کیسے ہوتی ہے؟",16480
NEGATIVE,دل کا دورہ پڑنے کی وہ خاموش علامات کیا ہیں؟ جن کا فوری علاج ضروری ہے,16481
POSITIVE,"چین کی کرونا ویکسین قابل اعتبار قرار، عالمی ادارہ صحت نے استعمال کی اجازت دیدی",16482
NEGATIVE,کرونا وائرس سے صحت یابی کے ایک سال بعد بھی جسمانی تکالیف کا سامنا,16483
NEGATIVE,کرونا وائرس شوگر کا مریض بھی بنا سکتا ہے؟,16484
NEUTRAL,اونٹوں سے کورونا کا علاج؟ ماہرین کا بڑا دعویٰ,16485
NEGATIVE,کرونا وائرس دماغ پر کیسے حملہ کرتا ہے؟,16486
NEGATIVE,کورونا ویکسی نیشن کے بعد ہونے والے اثرات کی اصل وجہ کیا ہے؟ ماہرین نے بتا دیا,16487
NEGATIVE,فضائی آلودگی کا ایک اور خطرناک نقصان,16488
POSITIVE,وہ غذائیں جو امراض قلب کا خطرہ کم کرسکتی ہیں,16489
NEGATIVE,مچھلی کے تیل کے کیپسول سے نقصان بھی ہوسکتا ہے؟,16490
NEGATIVE,کرونا وائرس سے صحت یابی کے بعد بھی بیماری کس عمر کے افراد کو ہوسکتی ہے؟,16491
NEGATIVE,کرونا وائرس: جسمانی وزن کے حوالے سے ایک اور تشویش ناک تحقیق,16492
POSITIVE,کرونا ویکسی نیشن وائرس کے پھیلاؤ کا خطرہ کتنا کم کرے گی؟,16493
NEGATIVE,کرونا وائرس کی ایک اور قسم کے بارے میں پریشان کن انکشاف,16494
NEUTRAL,اب تک کتنے شہریوں‌ نے خود کو کرونا ویکسین کے لیے رجسٹرڈ کروایا؟ اعداد و شمار جاری,16495
NEGATIVE,"بھارت میں کرونا وائرس سے خوفناک تباہی، ماہرین کا نیا انکشاف",16496
NEUTRAL,کرونا وائرس 10 سال سے کم عمر بچوں کو متاثر نہیں کر سکتا؟,16497
NEGATIVE,کرونا کی افریقی اور برازیلی اقسام کراچی پہنچنے کا انکشاف,16498
NEGATIVE,کوروناوائرس: نوجوانوں کے حوالے سے خطرناک انکشاف,16499
NEUTRAL,کیا آپ بھی سحری تک جاگتے ہیں؟,16500
POSITIVE,"سعودی عرب: بچوں کو متعدی امراض سے بچائیں، ہدایت نامہ جاری",16501
NEUTRAL,کپڑے کے ماسک سے متعلق حیران کردینے والی تحقیق,16502
NEGATIVE,بھارت میں تباہی پھیلانے والے وائرس سے متعلق عالمی ادارہ صحت کا اہم اعلان,16503
POSITIVE,کووڈ 19 سے لڑنے کے لیے دوا کی تیاری پر کام شروع,16504
POSITIVE,ویکسین کی ایک خوراک سے گھر میں وائرس کے پھیلاؤ میں 50 فی صد سے زائد کمی آ جاتی ہے!,16505
NEGATIVE,کورونا ویکسین بڑی تعداد میں موجود ہے لیکن لوگ ویکسین نہیں لگوا رہے: ڈاکٹر فیصل سلطان,16506
NEGATIVE,کرونا وائرس: بچوں کے لیے خطرات میں اضافہ,16507
POSITIVE,یورپی یونین کے اہم رکن ملک نے روسی ویکسین کو محفوظ اور مؤثر ترین قرار دیدیا,16508
NEGATIVE,"پاکستان میں کرونا کی تیسری لہر، تشویشناک خبر آگئی",16509
NEGATIVE,"مسوڑوں کی تکالیف کورونا مریضوں کے لیے خطرے کی گھنٹی ہے، نئی تحقیق",16510
NEUTRAL,کورونا وائرس کا نیا علاج اب گولی کی شکل میں ؟,16511
POSITIVE,زیادہ مؤثر اور نہایت سستی کرونا ویکسین سے متعلق خوش خبری,16512
NEGATIVE,آپ کے پیٹ اور کمر کا سائز دل کیلئے کتنا خطرناک ثابت ہوسکتا ہے؟ جانیے,16513
NEGATIVE,کورونا کی ایک اور قسم دریافت,16514
NEGATIVE,"لینس لگانے کے بعد بڑی غلطی، خاتون کی بینائی چلی گئی",16515
NEGATIVE,موٹاپا عارضہ قلب کی بڑی وجہ قرار,16516
POSITIVE,کرونا ویکسی نیشن کروانے والوں کے لیے خوشخبری,16517
NEGATIVE,درمیانی عمر میں کی جانے والی غلطی جو دماغ کے لیے تباہ کن ثابت ہو سکتی ہے,16518
POSITIVE,کورونا کی تشخیص صرف 5 منٹ میں ممکن,16519
POSITIVE,"گھر بیٹھے کیپسول یا گولی سے کورونا کا علاج، برطانوی حکومت کا بڑا دعویٰ",16520
NEGATIVE,خون جمنے کے ڈر سے کوروناویکسین نہ لگوانے والے شخص کے ساتھ کیا ہوا؟,16521
NEUTRAL,ویکسی نیشن کے بعد خون میں پھٹکیوں کی شکایت پر یورپین میڈیسنز ایجنسی کی وضاحت,16522
NEGATIVE,معمولی بیماریاں بھی کرونا انفیکشن کی علامت ہوسکتی ہیں,16523
NEGATIVE,"کرونا کی خطرناک قسم کراچی میں تیزی سے پھیلنے لگی، شرح پچاس فیصد تک پہنچ گئی",16524
NEGATIVE,کم سونے والے افراد کو یہ خطرناک بیماری لگ سکتی ہے,16525
POSITIVE,کورونا وائرس سے بچاؤ کن غذاؤں سے ممکن ہے؟ ماہرین کا نیا انکشاف,16526
NEGATIVE,ایک اور کرونا ویکسین خون میں لوتھڑے بنانے کا سبب بننے لگی,16527
NEUTRAL,ذیابیطس کے مریضوں کے لیے انسولین کے استعمال میں اہم پیشرفت,16528
NEGATIVE,کرونا وائرس سے صحت یاب افراد کو دوبارہ بیمار کرنے کا ٹرائل,16529
POSITIVE,باڈی بلڈنگ کے شوقین افراد کیلئے جادوئی سوٹ تیار,16530
NEUTRAL,کیا کورونا سے بچاؤ کے لیے ویکسین ہر سال لگوانا ہوگی؟,16531
NEGATIVE,کورونا کی مزید نئی علامات سامنے آگئیں,16532
POSITIVE,اسٹرابیری کے وہ حیرت انگیز فوائد جو آپ نہیں جانتے تھے,16533
NEUTRAL,اپنے جگر کا خیال رکھنے کا دن,16534
NEUTRAL,"دنیا کی پہلی کھانے والی کوروناویکسین، سائنس دانوں کا بڑا اعلان",16535
NEUTRAL,بچوں میں شوگر ہونے کی وجوہ کیا ہیں؟ بیماری سے جان کیسے چھڑائی جائے؟ جانیے,16536
NEUTRAL,کیا کینسر کی ویکسین بنا لی گئی؟,16537
NEUTRAL,چین کی ایک اور ویکسین کے حیرت انگیز نتائج,16538
NEUTRAL,کیا کرونا ویکسین کی 2 خوراکیں ناکافی ہوں گی؟,16539
NEUTRAL,سحر و افطار میں کتنا پانی پینا چاہیے؟,16540
NEGATIVE,کورونا وائرس ہوا کے ذریعے  پھیلنے کا سنسنی خیز انکشاف,16541
POSITIVE,ماہ رمضان میں داغ دھبوں اور جھائیوں سے نجات کیسے ممکن ہے؟ جانیے,16542
POSITIVE,بلڈ پریشر کے مرض سے کیسے بچیں؟ محققین نے آسان طریقہ دریافت کر لیا,16543
NEUTRAL,کیا کرونا کو شکست دینے والے افراد کے لیے ویکسین کی ایک خوراک کافی ہے؟,16544
NEUTRAL,کرونا کو شکست دینے والے جوان افراد سے متعلق نیا انکشاف,16545
NEGATIVE,احتیاط کریں! برگر کھانے والوں کے لیے وارننگ جاری,16546
POSITIVE,"جادوئی مشروم ڈپریشن کے خاتمے کیلئے انتہائی مفید، تحقیق میں انکشاف",16547
NEGATIVE,کرونا وائرس: دن کا زیادہ تر وقت بیٹھ کر گزارنے والے ہوشیار,16548
POSITIVE,"ہوائی جہاز میں بھی کووڈ کے پھیلاؤ کا خطرہ کم کرنا ممکن، لیکن کیسے؟",16549
POSITIVE,"30 سیکنڈز میں کرونا وائرس کا خاتمہ، ماہرین نے خوش خبری سنادی",16550
POSITIVE,ماسک پہننے سے کرونا وائرس سے کس حد تک تحفظ مل سکتا ہے؟,16551
NEGATIVE,کرونا وائرس کی برطانوی قسم زیادہ خطرناک؟ نئی تحقیق نے نفی کردی,16552
NEUTRAL,رمضان المبارک:‌ کرونا ویکسی نیشن سینٹرز کے نئے اوقاتِ‌ کار جاری,16553
NEUTRAL,رمضان المبارک: جسم کو پانی کی کمی سے کیسے بچائیں؟,16554
NEUTRAL,روزے کے دوران ورزش کیسے کی جائے؟,16555
POSITIVE,چاول کا پانی : چہرے اور بالوں کی خوبصورتی کا آزمودہ نسخہ,16556
NEUTRAL,کورونا وائرس کیخلاف اجتماعی قوت مدافعت کیسے حاصل ہوگی؟,16557
NEGATIVE,رمضان المبارک: شوگر کے مریض روزہ داروں کو خاص احتیاط کی ضرورت ہے,16558
NEGATIVE,تین ہاتھوں والی دھڑ جڑی بچیوں کی پیدائش,16559
POSITIVE,کورونا کے خلاف طاقت رکھنے والی عام سی دوا,16560
NEUTRAL,"بچوں میں آئرن کی کمی، علامات اور علاج",16561
POSITIVE,"کورونا کے باعث دنیا ماحول دوست رویے اپنانے لگی، صحت مند طرزِ زندگی نمایاں",16562
POSITIVE,کینسر کا مہنگا ترین علاج پاکستان میں بلکل مفت,16563
POSITIVE,پاکستان کا اہم شہر پولیو فری قرار,16564
NEGATIVE,"خطرے کی علامت، وہ جان لیوا امراض جن کی شرح نوجوانوں میں بڑھ گئی",16565
NEUTRAL,تیز دھوپ سے جلد کو کیسے محفوظ رکھا جائے؟,16566
NEUTRAL,کیا چاولوں کا پانی جلد کے لئے فائدہ مند ہے؟,16567
NEGATIVE,اسٹرازینیکا ویکسین خون جمنے کی وجہ کیوں بن رہی ہے؟ تحقیق میں حیران کن انکشاف,16568
NEGATIVE,"کانوں کا اندرونی انفیکشن، وجوہات کیا ہیں؟ جانیے",16569
NEUTRAL,صحت مند زندگی کے لیے روزانہ کتنے گھنٹے نیند ضروری ہے؟,16570
POSITIVE,وہ غذائیں جن کے استعمال سے سگریٹ چھوڑنا نہایت آسان,16571
NEGATIVE,روس کی کرونا ویکسین کے خلاف ’’ گھناؤنا کھیل ‘‘ کھیلے جانے کا انکشاف,16572
NEUTRAL,کیا کرونا موسمی بیماری بن جائے گا؟ بڑی پیش گوئی,16573
NEGATIVE,"میٹھے مشروبات کے سنگین نقصانات، ماہرین نے خبردار کردیا!",16574
POSITIVE,خربوزے کے وہ فوائد جن سے آپ لاعلم رہے,16575
NEGATIVE,کووڈ 19 سے معمولی بیمار افراد کے لیے بری خبر,16576
NEGATIVE,ورزش سے دور نوجوانوں کے لیے خطرے کی گھنٹی بج گئی,16577
NEUTRAL,پلاسٹک سرجری کیسے کی جاتی ہے؟ اس کے فائدے اور نقصانات,16578
NEGATIVE,"کورونا جیسے ہزاروں وائرس کے جانوروں میں چھپے ہونے کا انکشاف، نئی عالمی وبا کا خطرہ؟",16579
NEUTRAL,الرجی یا دمہ کے مریض گرد و غبار سے بچیں! ماہرین نے خبردار کردیا,16580
NEGATIVE,کووڈ 19 سے صحت یاب افراد کے لیے ایک اور خطرہ,16581
NEUTRAL,ایسٹرا زینیکا ویکسین بلڈ کلاٹس کی وجہ کیوں بن رہی ہے؟,16582
NEGATIVE,کورونا سے کن بیماریوں کا خطرہ بڑھ جاتا ہے؟ نئی تحقیق میں خوفناک انکشاف,16583
POSITIVE,بغیر دواؤں کے ذہنی تناؤ کا آسان علاج,16584
NEGATIVE,خبردار! ایسٹرازینیکا ویکسین کا استعمال بلڈ کلاٹس کا باعث بننے لگا,16585
NEUTRAL,کم عمر بچوں میں نظر کا چشمہ لگنے کی بڑی وجہ سامنے آگئی,16586
NEUTRAL,"خون میں لوتھڑے بننے کی شکایات، بچوں پر ویکسین کا ٹرائل روک دیا گیا",16587
NEUTRAL,صحت کا عالمی دن: کیا غریب ممالک کو کرونا ویکسین کی منصفانہ فراہمی ہوسکے گی؟,16588
NEUTRAL,"ہوا دار ""کلاس روم” میں کرونا پھیلتا ہے یا نہیں؟ بڑی تحقیق منظر عام پر",16589
NEGATIVE,"کیا  وٹامن ڈی کی کمی  ""ڈپریشن ” کا سبب بنتی ہے؟",16590
NEUTRAL,چہل قدمی کی عادت اپنائیں ورنہ!,16591
NEGATIVE,آپ کی یہ عام عادت آپ کو موت کا شکار بنا سکتی ہے,16592
NEGATIVE,کیا نیند کی کمی بھی کرونا کے خطرے کو بڑھا دیتی ہے؟ تحقیق میں خوفناک انکشاف,16593
POSITIVE,کون سی سبزیاں مسلز کی مضبوطی میں مددگار ہیں؟ جانیے,16594
NEUTRAL,منہ میں چھالے کیوں بنتے ہیں؟ آسان علاج,16595
NEGATIVE,ذیابیطس کے کون سے مریض خون کا عطیہ نہیں دے سکتے؟,16596
POSITIVE,موسم گرما میں سونف کے کرشماتی فوائد,16597
NEUTRAL,دھوپ کا کورونا سے کیا تعلق؟ ماہرین دم بخود,16598
NEGATIVE,بچوں میں بھی چینی کے زائد استعمال کے نقصانات سامنے آنے لگے,16599
NEGATIVE,ناخن کترنے کے 8 خوفناک نقصانات,16600
POSITIVE,بال گرنے سے روکنے کا ایک اور طریقہ علاج دریافت,16601
POSITIVE,دانتوں سے محروم افراد کے لیے علاج دریافت,16602
NEUTRAL,روزے کی حالت میں‌ کرونا ویکسین لگوانے کے حوالے سے فتویٰ‌ جاری,16603
NEGATIVE,خبردار! موسم گرما میں یہ کھانے ہرگز نہ کھائیں,16604
POSITIVE,دار چینی اور الائچی کے حیران کن فوائد,16605
NEUTRAL,کیا آپ کو بھی نیند میں پیاس لگتی ہے؟ وجوہات اور حل جانیے,16606
NEUTRAL,آٹزم سے آگاہی کا دن: وہ بچے جنہیں معمول سے زیادہ توجہ کی ضرورت ہے,16607
POSITIVE,سندھ کے ایک ضلع میں‌ این آئی سی وی ڈی کا قیام,16608
NEGATIVE,"انسانی غفلت، کرونا ویکسین کی ڈیڑھ کروڑ خوراکیں ناقص‌ نکلیں",16609
NEGATIVE,"کینیڈا میں ایک اور پراسرار بیماری پھیلنے لگی، ہلاکتیں رپورٹ",16610
POSITIVE,وزن کم کرنے کا نہایت آسان اور سستا طریقہ,16611
POSITIVE,سعودی عرب: ‘صحتی’ ایپ کے صارفین کیلئے مفید مشورے,16612
POSITIVE,بالوں کی سفیدی روکنے کا آسان علاج اور مفید مشورے,16613
NEGATIVE,"کرونا کی تیسری لہر مزید خطرناک ہوگئی، 20 ہزار سے زائد بچے متاثر",16614
NEUTRAL,کورونا وائرس کس طرح پھیلا؟ عالمی ادارہ صحت نے وضاحت کردی,16615
POSITIVE,"جِلد کی خشکی کو دور بھگائیں، جادوئی نسخہ آگیا",16616
NEUTRAL,ڈپریشن کے بارے میں وہ غلط فہمیاں جن کی حقیقت جاننا ضروری ہے,16617
NEUTRAL,"آن لائن تعلیم بچوں اور والدین کیلئے نقصان دہ قرار، تحقیق نے کھلبلی مچادی",16618
POSITIVE,سندھ:‌ 90 لاکھ بچوں‌ کو ویکسین فراہم کرنے کا اعلان,16619
POSITIVE,سائنس دانوں نے اہم تحقیق میں کامیابی حاصل کرلی,16620
NEUTRAL,کیا  ڈپریشن انسانی صحت کی بہتری کیلئے مفید ہے؟ حیران کن انکشاف,16621
POSITIVE,بلند فشار خون کنٹرول کرنے والی غذائیں کون سی ہیں؟ جانیے,16622
NEUTRAL,"مرگی: وجوہات، علامات اور احتیاطی تدابیر",16623
NEGATIVE,"بھارت میں کرونا کی نئی قسم دریافت، حکام نے خبردار کردیا",16624
POSITIVE,"وہ انفیکشن جو کورونا سے محفوظ رکھتا ہے، نئی تحقیق",16625
NEGATIVE,"کورونا وائرس کی نئی اقسام کا تیزی سے پھیلاؤ، ڈبلیو ایچ او نے متنبہ کردیا",16626
NEGATIVE,امریکی سینیٹائزرز میں‌ کینسر کا باعث بننے والے کیمیکل کی موجودگی کا انکشاف,16627
POSITIVE,دانتوں کے درد اور حساسیت سے نجات کا آزمودہ طریقہ,16628
POSITIVE,"اگر آپ کا بچہ مٹی کھاتا ہے تو گھبرائیں مت، یہ عادتیں اپنائیں",16629
NEGATIVE,پاکستان میں ہر سال لاکھوں افراد میں ٹی بی کی تشخیص,16630
POSITIVE,فیس ماسک نے لوگوں کو ایک اور بیماری سے بچا لیا,16631
NEUTRAL,"کورونا سے بڑھتی ہوئی اموات پر ""ڈبلیو ایچ او” کی اہم ہدایت",16632
POSITIVE,ہائی بلڈ پریشر روکنے کے لئے کون سے چائے معاون ہے؟ جانئے,16633
NEUTRAL,کیا آپ انجکشن سے گھبراتے ہیں؟ تو یہ خبر آپ کے لیے ہے,16634
NEUTRAL,سانپ کے کاٹنے کی صورت میں کیا کرنا چاہیے؟ احتیاطی تدابیر اور علاج,16635
NEUTRAL,اس دوا کا روزانہ استعمال کرونا سے نجات! حقیقت یا افواہ,16636
NEGATIVE,گردوں پر کرونا کے خوفناک اثرات! حیران کن انکشاف,16637
POSITIVE,ایک عام عادت جو کینسر سے بچا سکتی ہے,16638
NEUTRAL,کیا موسم گرما میں پیاز کھانا فائدہ مند ہے؟,16639
NEUTRAL,"کرونا ویکسینز کی قیمت کا تعین، وفاقی کابینہ کو سمری ارسال",16640
POSITIVE,"بہترین طبّی سہولیات، قومی ادارہ برائے امراض قلب نے 15 ایوارڈ‌ز اپنے نام کرلیے",16641
POSITIVE,ڈائٹنگ کیوں اور کیسے کرنی چاہیے؟,16642
POSITIVE,دل کے امراض کا آسان علاج کیا ہے؟,16643
NEUTRAL,یورپی ممالک کا آکسفورڈ آسٹرا زینیکا ويکسين سے متعلق اہم فیصلہ,16644
NEUTRAL,مصروف ترین شیڈول میں خود کو فٹ رکھنے کا وقت کیسے نکالا جائے؟,16645
POSITIVE,وہ نشانیاں جو صحت مند ہونے کی علامت ہیں,16646
NEGATIVE,"کرونا سے متعلق ہولناک پیشگوئی، اقوام متحدہ نے خبردار کردیا",16647
NEGATIVE,ناشتہ کرنے کا وقت مقرر نہیں؟ نئی تحقیق میں پریشان کن انکشاف,16648
