LABELS,NEWS
0, ورلڈ کپ میں سرفراز احمد کپتان ہو نگے یا نہیں ؟چیئر مین پی سی بی نے ایسا جواب دے  
0, تیسرے ٹی ٹوئنٹی میں سرفراز احمد نے ٹاس جیت کر ایسا فیصلہ کر لیا کہ پاکستانیوں کی  
0, تیسرے ٹی ٹوئنٹی میں سرفراز احمد نے ٹاس جیت کر ایسا فیصلہ کر لیا کہ پاکستانیوں کی  
1," بابر اعظم نے ویرات کوہلی کا ریکارڈ توڑ دیا ،کرکٹ کے میدان سے تہلکہ خیز خبر آگئی "
1, تمام قومی کرکٹرز کی اچھی کارکردگی مثبت اشارے ہیں :محمد حفیظ  
1, پاکستان کیلئے کھیلنے پر فخر محسوس ہوتاہے :کپتان قومی ٹیم  
0," ’’آج ویرات کوہلی کا ریکار ڈ توڑا ،کیا میدان میں اپنے رنز گن رہے تھے؟‘‘رمیض  "
0," ’’آج ویرات کوہلی کا ریکار ڈ توڑا ،کیا میدان میں اپنے رنز گن رہے تھے؟‘‘رمیض  "
0, کیا معروف ریسلر رومن رینز کا انتقال ہوگیا؟ تابوت اور جنازے کی حقیقت کیا ہے؟ بڑی  
0, کیا معروف ریسلر رومن رینز کا انتقال ہوگیا؟ تابوت اور جنازے کی حقیقت کیا ہے؟ بڑی  
0, ویرات کوہلی کا ریکارڈ توڑنے والے بابراعظم کا رول ماڈل کون ہے؟ ایسا انکشاف کہ آپ  
0, ویرات کوہلی کا ریکارڈ توڑنے والے بابراعظم کا رول ماڈل کون ہے؟ ایسا انکشاف کہ آپ  
0, ورلڈکپ 2019ءکیلئے قومی ٹیم کا کپتان کسے بنانا چاہئے؟ مصباح الحق نے اہم ترین مشورہ  
0, ورلڈکپ 2019ءکیلئے قومی ٹیم کا کپتان کسے بنانا چاہئے؟ مصباح الحق نے اہم ترین مشورہ  
0, طویل عرصے سے ٹیم سے باہر عمر اکمل اور وہاب ریاض کا آمنا سامنا ہوا تو عمر اکمل نے  
0, طویل عرصے سے ٹیم سے باہر عمر اکمل اور وہاب ریاض کا آمنا سامنا ہوا تو عمر اکمل نے  
0," کل ہونے والے ون ڈے میچ سے پہلے ہی نیوزی لینڈ کو بڑا جھٹکا لگ گیا ،کرکٹ مداحوں کے  "
0," کل ہونے والے ون ڈے میچ سے پہلے ہی نیوزی لینڈ کو بڑا جھٹکا لگ گیا ،کرکٹ مداحوں کے  "
0, ”بیانات سے ایسا ماحول بنا دیا جاتا ہے کہ ڈریسنگ روم ۔۔۔“قومی ٹیم کے کپتان  
0, ”بیانات سے ایسا ماحول بنا دیا جاتا ہے کہ ڈریسنگ روم ۔۔۔“قومی ٹیم کے کپتان  
0, ”ہم نیوزی لینڈ کا ’منحوس جادو‘ توڑیں گے اور۔۔۔“ سرفراز احمد ون ڈے کرکٹ میں کس  
0, ”ہم نیوزی لینڈ کا ’منحوس جادو‘ توڑیں گے اور۔۔۔“ سرفراز احمد ون ڈے کرکٹ میں کس  
0," دوسرے ٹی 20 میچ میں ویسٹ انڈیز کو 70 رنز سے شکست، بھارت نے سیریز 0-2 سے جیت لی "
0," دوسرے ٹی 20 میچ میں ویسٹ انڈیز کو 70 رنز سے شکست، بھارت نے سیریز 0-2 سے جیت لی "
1, آسٹریلیا میں ٹرین بغیر ڈرائیور 92کلو میٹر چلتی رہی  
0," نیوزی لینڈ کیخلاف ون ڈے سیریز کی ٹرافی بھی سامنے آ گئی، یہ کیسی دکھتی ہے؟ "
0," نیوزی لینڈ کیخلاف ون ڈے سیریز کی ٹرافی بھی سامنے آ گئی، یہ کیسی دکھتی ہے؟ "
0," پی ایس ایل کے چوتھے ایڈیشن سے پہلے تمام فرنچائزز کی ہوائیاں اڑ گئیں، پی سی بی  "
0," پی ایس ایل کے چوتھے ایڈیشن سے پہلے تمام فرنچائزز کی ہوائیاں اڑ گئیں، پی سی بی  "
1," پاکستان اور نیوزی کے درمیان ون ڈے سیریز کا پہلا میچ آج، گرین شرٹس جیت کےلئے  "
1, پاکستان کا مسلسل 11 ٹی ٹوینٹی سیریز جیتنے کا ریکارڈ لیکن نیوزی لینڈ پاکستان کو  
1," پہلا ون ڈے، نیوزی لینڈ کا ٹاس جیت کر بیٹنگ کا فیصلہ "
0, ”یہ دیکھیں محمد حفیظ کیا کر رہا ہے اور۔۔۔“ کیوی بلے باز نے دوران میچ حفیظ سے  
0, ”یہ دیکھیں محمد حفیظ کیا کر رہا ہے اور۔۔۔“ کیوی بلے باز نے دوران میچ حفیظ سے  
0, قومی ہاکی ٹیم کے کوچ نے چیئر مین پی سی بی کو فون کر کے ایسی بات کہہ دی کہ وزیراعظم  
0, قومی ہاکی ٹیم کے کوچ نے چیئر مین پی سی بی کو فون کر کے ایسی بات کہہ دی کہ وزیراعظم  
0, ”میری نظریں ورلڈکپ پر ہیں اور۔۔۔“ محمد عباس نے کیویز کیخلاف سیریز سے پہلے ہی  
0, ”میری نظریں ورلڈکپ پر ہیں اور۔۔۔“ محمد عباس نے کیویز کیخلاف سیریز سے پہلے ہی  
0, ”اظہر علی نے مکی آرتھر کی وجہ سے ریٹائرمنٹ لی ہے کیونکہ۔۔۔“ قومی کرکٹر سے  
0, ”اظہر علی نے مکی آرتھر کی وجہ سے ریٹائرمنٹ لی ہے کیونکہ۔۔۔“ قومی کرکٹر سے  
0, ”نیوزی لینڈ سے مسلسل 12 واں میچ ہارنے کی وجہ کیا ہے؟“ سرفراز احمد نے رمیز راجہ  
0, ”نیوزی لینڈ سے مسلسل 12 واں میچ ہارنے کی وجہ کیا ہے؟“ سرفراز احمد نے رمیز راجہ  
1, چینی قونصلیٹ پر حملے کے ماسٹر مائنڈ کا پتہ چل گیا  
1, آرمی چیف نے 11خطرنا ک دہشت گردوں کی سزائے موت کی توثیق کردی 
1," وزیر ریلوے نے تین ماہ میں ڈیڑھ ارب ڈالر کا فائدہ دیا ،وسائل نہیں احساس کی کمی سے  "
0, ”اگر اب لاہوریوں نے موٹر سائیکل یا گاڑی چلاتے ہوئے۔۔۔“ ہیلمٹ کی پابندی کے بعد  
0, ”اگر اب لاہوریوں نے موٹر سائیکل یا گاڑی چلاتے ہوئے۔۔۔“ ہیلمٹ کی پابندی کے بعد  
1, اب کسی سرکاری ملازم کو ریٹائرمنٹ کے بعد پنشن نہیں ملے گی بلکہ۔۔۔ حکومت نے ایسا  
0, حکومت نے 31 دسمبر کے بعد سمارٹ فونز بند کرنے کا فیصلہ کر لیا مگر اس کیساتھ ہی  
0, حکومت نے 31 دسمبر کے بعد سمارٹ فونز بند کرنے کا فیصلہ کر لیا مگر اس کیساتھ ہی  
1, پنجاب حکومت نے چار اہم افسران کے تقرر و تبادلے کے احکامات جاری کر دیئے 
1, میرا مینڈیٹ نہیں لیکن صوبوں کو ایک ایک ارب روپیہ دے رہاہوں :وفاقی وزیر فیصل واڈا 
1,"  چین کی جانب سے دوستانہ ردعمل آیا ،کوئیک ریسپانس پر سندھ پولیس کی تعریف کی :وزیر  "
1," چینی قونصلیٹ پر حملہ ،تینوں دہشت گردوں کی شناخت ہو گئی ،مارے جانے والے ایک دہشت  "
1," فیصل واڈا کی آمد سے پریشانی ہوئی ، ڈی آئی جی باربار جانے کا کہتے رہے:ایڈیشنل آئی  "
1," حکومت کا 100 روزمکمل ہونے پر جناح کنونشن سنٹر میں تقریب کرانے کا فیصلہ ،وزیراعظم  "
0, ”مولانا فضل الرحمان کی سیاسی بس ڈیزل سے چلتی تھی“فیاض الحسن چوہان  
0, ”مولانا فضل الرحمان کی سیاسی بس ڈیزل سے چلتی تھی“فیاض الحسن چوہان  
0, وزیر خارجہ شاہ محمود قریشی کا پالیسی جدید تقاضوں سے اہم آہنگ کرنے کیلئے مشاورتی  
0, وزیر خارجہ شاہ محمود قریشی کا پالیسی جدید تقاضوں سے اہم آہنگ کرنے کیلئے مشاورتی  
1, حکومت نے100دن میں وہ کام کردیئے جو 65سال میں نہیں ہوسکے :وفاقی وزیرفیصل واڈا 
0,"  نوازشریف سے تعلق ختم ہوچکا ، خود کومسلم لیگ ن سے الگ سمجھتاہوں :چودھری نثار  "
0,"  نوازشریف سے تعلق ختم ہوچکا ، خود کومسلم لیگ ن سے الگ سمجھتاہوں :چودھری نثار  "
0, ”الیکشن سے چار ہفتے پہلے عمران خان سے ملاقات ہوئی جس میں ۔۔۔“اینکرپرسن منیب  
0, ”الیکشن سے چار ہفتے پہلے عمران خان سے ملاقات ہوئی جس میں ۔۔۔“اینکرپرسن منیب  
0," وزیر اعظم بااختیار ،کوئی نہیں روک سکتا :گورنر سندھ  "
0," وزیر اعظم بااختیار ،کوئی نہیں روک سکتا :گورنر سندھ  "
0," احتساب بلاامتیاز ہونا چاہیے، اس کے بغیر کوئی راستہ نہیں: چیف جسٹس "
0," احتساب بلاامتیاز ہونا چاہیے، اس کے بغیر کوئی راستہ نہیں: چیف جسٹس "
0, ’’پیپلزپارٹی اور (ن) لیگ نے قوم کیساتھ وہ کیا جو قصائی۔ ۔ ۔ ۔‘‘ فواد چوہدری نے  
0, ’’پیپلزپارٹی اور (ن) لیگ نے قوم کیساتھ وہ کیا جو قصائی۔ ۔ ۔ ۔‘‘ فواد چوہدری نے  
0," دفاعی نمائش آئیڈیاز 2018 آج سے شروع، 52 ملکوں کے مندوبین شرکت کریں گے "
0," دفاعی نمائش آئیڈیاز 2018 آج سے شروع، 52 ملکوں کے مندوبین شرکت کریں گے "
0," العزیزیہ اور فلیگ شپ ریفرنسز کی سماعت آج ،نوازشریف احتساب عدالت پہنچ گئے "
0," العزیزیہ اور فلیگ شپ ریفرنسز کی سماعت آج ،نوازشریف احتساب عدالت پہنچ گئے "
0," پاکستان پرامن ملک،امن کی کوشش کو ہماری کمزوری نہ سمجھا جائے،صدر مملکت "
0," پاکستان پرامن ملک،امن کی کوشش کو ہماری کمزوری نہ سمجھا جائے،صدر مملکت "
0," چینی قونصل خانے پر حملہ ،دہشتگردوں سے برآمد مواد کی فرانزک رپورٹ مرتب "
0," چینی قونصل خانے پر حملہ ،دہشتگردوں سے برآمد مواد کی فرانزک رپورٹ مرتب "
0," فیصلے لکھ لکھ کر ہماری انگلیاں گھس گئیں مگر آپ پڑھتے ہی نہیں،سپریم کورٹ،نیب کے  "
0," فیصلے لکھ لکھ کر ہماری انگلیاں گھس گئیں مگر آپ پڑھتے ہی نہیں،سپریم کورٹ،نیب کے  "
0," ڈاکٹروں کا معائنہ مکمل ، شہبازشریف کو سفر کی اجازت مل گئی ، اب کہاں جائیں گے ؟  "
0," ڈاکٹروں کا معائنہ مکمل ، شہبازشریف کو سفر کی اجازت مل گئی ، اب کہاں جائیں گے ؟  "
1," اقتصادی رابطہ کمیٹی کا اجلاس،سردیوں میں گیس لوڈشیڈنگ نہ کرنے کافیصلہ "
0," یکم دسمبرسے موٹرسائیکل سوار 2 افرادکیلئے ہیلمٹ کی پابندی لازمی قرار،ہائیکورٹ  "
0," یکم دسمبرسے موٹرسائیکل سوار 2 افرادکیلئے ہیلمٹ کی پابندی لازمی قرار،ہائیکورٹ  "
0," ماشا اللہ یہاں ٹی وی بھی لگا ہوا ہے،اٹیچ باتھ اور ٹائلز بھی لگی ہیں،چیف جسٹس نے  "
0," ماشا اللہ یہاں ٹی وی بھی لگا ہوا ہے،اٹیچ باتھ اور ٹائلز بھی لگی ہیں،چیف جسٹس نے  "
0," سرفراز احمد کو پاکستانی ٹیم میں ”جونٹی روڈز“مل گیا،یہ کونسا کھلاڑی ہے جان کر  "
0," سرفراز احمد کو پاکستانی ٹیم میں ”جونٹی روڈز“مل گیا،یہ کونسا کھلاڑی ہے جان کر  "
1, پاکستان ایشین ہاکی چیمپینز ٹرافی کے سیمی فائنل میں ملائیشیا کو شکست دے کر فائنل  
0," جاوید میانداد نے چیف جسٹس سے ملاقات میں اپنی قیمتی ترین چیز ان کے حوالے کر دی،  "
0," جاوید میانداد نے چیف جسٹس سے ملاقات میں اپنی قیمتی ترین چیز ان کے حوالے کر دی،  "
0, ”ہم اس لیے ہارے کیونکہ ۔۔۔“آسٹریلوی ٹیم نے دوسرے ٹی ٹوئنٹی میچ میں پاکستان سے  
0, ”ہم اس لیے ہارے کیونکہ ۔۔۔“آسٹریلوی ٹیم نے دوسرے ٹی ٹوئنٹی میچ میں پاکستان سے  
0," پاکستان بمقابلہ بھارت، ایشین ہاکی چیمپئنز ٹرافی کا فائنل میچ آج کتنے بجے شروع  "
0," پاکستان بمقابلہ بھارت، ایشین ہاکی چیمپئنز ٹرافی کا فائنل میچ آج کتنے بجے شروع  "
0, نجم سیٹھی نے اخراجات سے متعلق پی سی بی تفصیلات کو اپنے خلاف مہم قرار دے دیا  
0, نجم سیٹھی نے اخراجات سے متعلق پی سی بی تفصیلات کو اپنے خلاف مہم قرار دے دیا  
1, آسٹریلیا سے ٹوئنٹی سریز میں شاہینوں کی شاندار کامیابی نے کیوی کوچ کو ڈرا دیا  
0, ایشین ہاکی کپ کے فائنل میچ میں بھارت کے ساتھ بڑے ٹاکرے سے چند گھنٹوں پہلے ہی  
0, ایشین ہاکی کپ کے فائنل میچ میں بھارت کے ساتھ بڑے ٹاکرے سے چند گھنٹوں پہلے ہی  
1," تیسرے ٹی 20میچ میں پاکستان کی آسٹریلیا کے خلاف بیٹنگ جاری ، 7 اوورز میں 61 رنز بنا  "
1, پاکستان اور بھارت کے درمیان فائنل ہاکی میچ بارش کی وجہ سے تاخیر کا شکار 
0, ”اگر کیچ پکڑے جاتے تو پانچ وکٹیں ہوتیں رات کو اپنے دوستوں کو کچھ کہیں گے ؟“رمیض  
0, ”اگر کیچ پکڑے جاتے تو پانچ وکٹیں ہوتیں رات کو اپنے دوستوں کو کچھ کہیں گے ؟“رمیض  
1, قومی کرکٹ ٹیم نے پہلے میچ میں ہی آسٹریلیاکودباﺅ کا شکار کر دیا :بابر اعظم  
0," ایشین چیمپین ٹرافی ، پا ک بھارت فائنل میچ بارش کی نذر ، دونوں ٹیموں کومشترکہ  "
0," ایشین چیمپین ٹرافی ، پا ک بھارت فائنل میچ بارش کی نذر ، دونوں ٹیموں کومشترکہ  "
1, وزیر اعلیٰ پنجاب کی ٹی20سیریزمیں کامیابی پرقومی کرکٹ ٹیم کومبارکباد 
0, ”میرے بیٹے کی پیدائش لاہور میں ہوئی اور میں کراچی میں میچ کھیل رہا تھا بیوی نے  
0, ”میرے بیٹے کی پیدائش لاہور میں ہوئی اور میں کراچی میں میچ کھیل رہا تھا بیوی نے  
0, آسٹریلیا کو وائٹ واش کرنے کے بعد کپتان سرفراز احمد نے گراونڈ میں اپنے بیٹے کے  
0, آسٹریلیا کو وائٹ واش کرنے کے بعد کپتان سرفراز احمد نے گراونڈ میں اپنے بیٹے کے  
0," کروڑوں روپے خرچ کے دعوے، بالآخر نجم سیٹھی بھی میدان میں آگئے، دبنگ اعلان  "
0," کروڑوں روپے خرچ کے دعوے، بالآخر نجم سیٹھی بھی میدان میں آگئے، دبنگ اعلان  "
1," نیوزی لینڈ کے خلاف ٹی ٹوئنٹی سیریزکیلئے 15 رکنی قومی ٹیم کا اعلان،ٹیم میں کوئی  "
1," بابراعظم نے دنیا بھر کے بلے بازوں پو پچھاڑ دیا ، سب سے بڑا اعزاز اپنے نام کر لیا  "
0, پویلین میں بیٹھے باولنگ کوچ اور حسن علی کی ایسی تصویر سامنے آگئی کہ اظہر محمود  
0, پویلین میں بیٹھے باولنگ کوچ اور حسن علی کی ایسی تصویر سامنے آگئی کہ اظہر محمود  
0, ’’وہ وقت جب کھلاڑیوں نے عمران خان کا نام ’’میٹر‘‘ رکھ دیا تھا ‘‘ جاوید میاں  
0, ’’وہ وقت جب کھلاڑیوں نے عمران خان کا نام ’’میٹر‘‘ رکھ دیا تھا ‘‘ جاوید میاں  
0," شعیب ملک نے ایک اور اعزاز اپنے نام کر لیا ،جان کر’ ثانیہ بھابھی‘ بھی خوش ہو  "
0," شعیب ملک نے ایک اور اعزاز اپنے نام کر لیا ،جان کر’ ثانیہ بھابھی‘ بھی خوش ہو  "
0," محسن خان نے ہیڈ کوچ کو گدھا کہا تو مکی آرتھر بھی غصے میں آگئے ،ایسا مطالبہ کردیا  "
0," محسن خان نے ہیڈ کوچ کو گدھا کہا تو مکی آرتھر بھی غصے میں آگئے ،ایسا مطالبہ کردیا  "
1," نیوزی لینڈ کیخلاف ٹی 20 سیریز کیلئے 15 رکنی قومی سکواڈ کا اعلان ہو گیا، نام جان کر  "
1," آگیاوہ لمحہ جس کا سب کو انتظار تھا، شعیب ملک اور ثانیہ مرزا کے ہاں بچے کی  "
1," تحقیقاتی رپورٹ مکمل تھی، فکسنگ میں ملوث کرکٹرز پر پابندی لگائی: ملک قیوم "
0," وہ ٹی وی چینل جس نے اپنے تمام ملازمین کو نوکریوں سے نکال دیا ، پورے پاکستان میں  "
0," وہ ٹی وی چینل جس نے اپنے تمام ملازمین کو نوکریوں سے نکال دیا ، پورے پاکستان میں  "
1," ثانیہ مرزا اور شعیب ملک کے گھر بیٹے کی پیدائش ، پاکستانی کھلاڑی کی والدہ کیا  "
0,لاہور سمیت بالائی علاقوں میں بارش کی پیش گوئی
0,لاہور سمیت بالائی علاقوں میں بارش کی پیش گوئی
1,گرمی کے ستائے شہریوں کے لئے خوشخبری
1,پنجاب اور خیبر پختون خواہ میں جم کر بارش
1,کراچی کا درجہ حرارت اب کم ہوگا
1,جنوبی اور وسطی پنجاب میں بارش
1,پنجاب بھر میں بارش
1,فیصل آباد میں آندھی اور بارش
1,کہیں آندھی کہیں بارش گرمی کا زور ٹوٹ گیا
1,کراچی کا موسم بہتر ہو گیا
1,شدید گرمی اور ٹینٹ میں ہاسپٹل
1,کئی شہروں میں آندھی کے بعد بارش
1,پنجاب کے مختلف علاقوں میں بارش
1,لاہور میں آج موسم خوشگوار
1,فیصل آباد میں تیز آندھی
1,کراچی میں پڑی پھوار موسم خوشگوار
1,ایبٹ آباد میں بارش
1,لاہور میں آج پھر بارش کا امکان
1,کراچی کا موسم ہوا رنگیلا سہانا
1,کراچی میں آج بارش کا امکان
1,"لاہور میں کالی گھٹائیں، موسلا دھار بارش"
1,کراچی میں بھی بادلوں کا راج
1,مری میں موسلا دھار بارش
1,پری مون سون کی شاندار اوپننگ
1,کراچی والوں کی دعائیں رنگ لے آئیں
1,کراچی والے ہو جائیں ہوشیار
1,محکمہ موسمیات کی پیشن گوئی درست ثابت ہوئی
1,بیشتر علاقوں میں بارش کی پیش گوئی
1,لانگ ویک اور گرم ترین ویک اینڈ ہوگا
1,"لاہور میں بارش، موسم خوشگوار"
1,کراچی میں ممکنہ بارشیں
1,رحمت کراچی میں بھی برسنا شروع
1,کراچی: مختلف علاقوں میں بارش
1,کراچی میں بادل پھر برس پڑے
1,کراچی میں دوسرے روز بھی بارش
1,کراچی میں گرمی کا پارہ ہائی
1,کراچی کے مختلف علاقوں میں بارش
1,کراچی میں مون سون کے رنگ چھا گئے
1,کراچی میں مزید بارش کی پیش گوئی
1,کراچی میں بادلوں کا راج تا حال برقرار
1,لاہور میں دن میں رات
1,کراچی میں ہلکی بارش کا امکان
1,کراچی کے موسم کی انگڑائی
1,آزاد کشمیر میں شدید بارشیں
1,کراچی کے مختلف علاقوں میں بارش
1,گجرات اور گرد ونواح میں ہلکی بارش
1,پنجاب کے مختلف شہروں میں بارش
1,لاہور کے مختلف علاقوں میں بارش
1,پنجاب میں بارشوں نے تباہی مچا دی
1,جڑواں شہروں میں چھ گھنٹے سے زائد بارش
1,پنجاب کے کئی شہروں میں بادل برس پڑے
1,میانوالی میں موسلا دھار بارش
1,راول پنڈی میں موسلا دھار بارش
1,جڑواں شہروں میں رات سے موسلا دھار بارش
1,پنجاب اور بلوچستان میں مون سون بارش
1,راول پنڈی اور اسلام آباد میں بادل برس پڑے
1,راول پنڈی اور اسلام آباد میں موسلا دھار بارش
1,کراچی کے مختلف علاقوں میں بارش
1,کراچی والوں چھتری نکال لو
1,کراچی میں مزید بارش کا امکان
1,کراچی میں کالی گھٹائیں پھر برس گئیں
1,پہلی بارش کا پانی نکلا نہیں
1,مون سون کی بارش موسم خوشگوار
1,کراچی میں کہیں تیز کہیں ہلکی بارش
1,شہر شہر لگی ہے ساون کی جھڑی
1,بھیگی موسم میں سیاسی گہما گہمی
1,کراچی کے مختلف علاقوں میں بارش
1,کراچی میں بارش سے موسم ٹھنڈا ٹھار
1,"کراچی میں بارش، موسم سہانا"
1,کراچی کے مختلف علاقوں میں بارش
1,گجرانوالہ میں موسلا دھار بارش
1,سبی اور گرد و نواح میں بارش
1,کراچی میں کالے بادلوں کا ڈیرہ
1,لاہور میں بارش سے موسم خوشگوار
1,فیصل آباد میں بھی موسلا دھار بارش
1,مون سون کا سلسلہ جاری
1,پنجاب میں بارشیں زحمت بننے لگیں
1,بدین میں موسلا دھار بارش
1,راول پنڈی لاہور اور مری میں بارش
1,کراچی کے مختلف علاقوں میں تیز بارش
1,کراچی میں تیز ہواؤں کے ساتھ بارش
1,حیدر آباد میں بھی بادل برس پڑے
1,کراچی میں بادلوں کی آنکھ مچولی جاری
1,کراچی میں رات گئے تیز بارش
1,کراچی میں پھر بادل برس پڑے
1,کراچی میں پھر گرج چمک
1,جھنگ میں بارش
1,کراچی میں بارش کا موسم
1,کراچی میں پھر طوفانی بارش
1,کراچی میں آندھی کے بعد موسلا دھار بارش
1,کراچی میں دوسر ے روز طوفانی بارش
1,اسلام آباد اور راول پنڈی میں موسلا دھار بارش
1,سیالکوٹ میں بھی موسلا دھار بارش
1,لاہور میں بھی بادل برس پڑے
1,لاہور میں کالی گھٹائیں
1,نارووال میں موسلا دھار بارش
1,راول پنڈی میں طوفانی بارش
1,لاہور میں کالی گھٹاؤں کے ساتھ بارش
1,کراچی کا بدلتا موسم
1,راول پنڈی اور مضافات میں بارش
1,آج شام یا رات کو بارش کا امکان
1,کراچی میں آج شام بارش کا امکان
1,شہر قائد میں بارش شروع
1,کراچی میں توقع سے پہلے بارش
1,کراچی میں کہیں بارش کہیں بوندیں
1,لاہور میں بارش ٹھنڈی ہوائیں
1,کراچی میں ٹپ ٹپ ٹپ
1,آج سے کراچی میں ہوگی طوفانی بارش
1,کراچی : آج سے موسلا دھار بارشوں کا امکان
1,کراچی میں کالی گھٹاؤں کا راج
1,کالی گھٹائیں خوب برسیں
0, پاکستان کی معروف اداکارہ ایمن نے شادی کر لی لیکن لڑکا کون ہے اور کیسا دکھتا ہے ؟  
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر559 
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر560 
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر560 
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر560 
0, مومنہ مستحسن نے پھر وہی کام کردیا جس کی وجہ سے پاکستانی انہیں ایک ماہ سے گالیاں  
0, مومنہ مستحسن نے پھر وہی کام کردیا جس کی وجہ سے پاکستانی انہیں ایک ماہ سے گالیاں  
0, مومنہ مستحسن نے پھر وہی کام کردیا جس کی وجہ سے پاکستانی انہیں ایک ماہ سے گالیاں  
0, ”ذمے دارانہ خبر یں اور معیاری فیملی انٹر ٹینمنٹ “ڈی جی آئی ایس پی آر میجر جنرل  
0, ”ذمے دارانہ خبر یں اور معیاری فیملی انٹر ٹینمنٹ “ڈی جی آئی ایس پی آر میجر جنرل  
0, ”ذمے دارانہ خبر یں اور معیاری فیملی انٹر ٹینمنٹ “ڈی جی آئی ایس پی آر میجر جنرل  
0, شارخ خان کا بیٹا ابراہم دراصل امیتابھ بچن کو کون سمجھتا ہے؟ بگ بی نے انسٹا گرام  
0, شارخ خان کا بیٹا ابراہم دراصل امیتابھ بچن کو کون سمجھتا ہے؟ بگ بی نے انسٹا گرام  
0, شارخ خان کا بیٹا ابراہم دراصل امیتابھ بچن کو کون سمجھتا ہے؟ بگ بی نے انسٹا گرام  
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر555 
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر555 
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر555 
1," دپیکا پڈوکون کو شادی کا سب سے شاندار تحفہ مل گیا ، پورا بالی ووڈ دیکھتا رہ گیا  "
1," دپیکا پڈوکون کو شادی کا سب سے شاندار تحفہ مل گیا ، پورا بالی ووڈ دیکھتا رہ گیا  "
0," دپیکا پڈوکون شادی کے بعد سسرال پہنچ گئی، صحافیوں نے مبارکباد دی تو جواب میں کس  "
0," دپیکا پڈوکون شادی کے بعد سسرال پہنچ گئی، صحافیوں نے مبارکباد دی تو جواب میں کس  "
0," دپیکا پڈوکون شادی کے بعد سسرال پہنچ گئی، صحافیوں نے مبارکباد دی تو جواب میں کس  "
0, کپل شرما کے پاس بیٹھے امیتابھ بچن کی آنکھیں چھلک پڑیں 
0, کپل شرما کے پاس بیٹھے امیتابھ بچن کی آنکھیں چھلک پڑیں 
0, کپل شرما کے پاس بیٹھے امیتابھ بچن کی آنکھیں چھلک پڑیں 
0," سابق مس ورلڈ سشمیتا سین کی سالگرہ ، کتنے برس کی ہوگئیں؟ جان کر آنکھوں پر یقین  "
0," سابق مس ورلڈ سشمیتا سین کی سالگرہ ، کتنے برس کی ہوگئیں؟ جان کر آنکھوں پر یقین  "
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر556 
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر556 
0, بزنس اینڈ پروفیشنل ویمن نیٹ ورک آف کویت کے زیر اہتمام کامیاب خواتین کی بین  
0, بزنس اینڈ پروفیشنل ویمن نیٹ ورک آف کویت کے زیر اہتمام کامیاب خواتین کی بین  
0, رنویر سنگھ نے اپنے ہاتھ پر مہندی سے کیا لکھا ہے؟  
0, رنویر سنگھ نے اپنے ہاتھ پر مہندی سے کیا لکھا ہے؟  
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر557 
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر557 
0," سلمان خان کی سابقہ بھابھی ملائکہ اروڑا نے نیا ”پیار“ ڈھونڈ لیا، کس اداکار  "
0," سلمان خان کی سابقہ بھابھی ملائکہ اروڑا نے نیا ”پیار“ ڈھونڈ لیا، کس اداکار  "
0, پیراگوائے کی حسینہ کلارا سوسا مس گرینڈ انٹرنیشنل 2018 بننے پر بے ہوش ہوگئیں 
0, پیراگوائے کی حسینہ کلارا سوسا مس گرینڈ انٹرنیشنل 2018 بننے پر بے ہوش ہوگئیں 
0, بالی ووڈ اداکارہ سیلینا جیٹلی کی فلموں میں واپسی کی تیاریاں 
0, بالی ووڈ اداکارہ سیلینا جیٹلی کی فلموں میں واپسی کی تیاریاں 
0, آگ لگاتی ان پاکستانی خواتین اہلکاروں کی تصاویر نے سوشل میڈیا پر آگ لگادی 
0, آگ لگاتی ان پاکستانی خواتین اہلکاروں کی تصاویر نے سوشل میڈیا پر آگ لگادی 
0, کسی میں ہمت نہیں جو میرے گھر کی خواتین کے ساتھ ایسا کر ے:سیف علی خان 
0, کسی میں ہمت نہیں جو میرے گھر کی خواتین کے ساتھ ایسا کر ے:سیف علی خان 
0,شہباز گل کا یہ دعویٰ بالکل غلط ہے۔اس وقت کی متعدد میڈیا رپورٹس کے مطابق سابق وزیر اعظم نواز شریف درحقیقت لاہور میں قومی احتساب بیورو کی حراست میں تھے جب ان کے خون کے پلیٹ لیٹس کی تعداد میں کمی واقع ہوئی تھی۔
